Sugar GRN,weight_grn_i1,pre_group,post_group,I1,I2,weight_i1_i2,weight_i2_i3,I3,IPC,weight_i3_ipc,path_length
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940611254681,13,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,19,720575940642715040,720575940632436307,8,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940628199802,28,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940643539566,27,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940620628957,27,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940631884883,26,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940624064295,25,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940632436307,25,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940618694827,17,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940614623455,17,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940611254681,13,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940632146340,20,6,720575940633711028,720575940618694827,10,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940629317450,17,7,720575940619025780,720575940628199802,7,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940629317450,17,6,720575940630311528,720575940620628957,5,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940634683743,15,5,720575940633711028,720575940618694827,10,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940637580102,12,6,720575940633711028,720575940618694827,10,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940629211607,12,5,720575940630311528,720575940620628957,5,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940614273292,11,7,720575940630311528,720575940620628957,5,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940628199802,28,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940643539566,27,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940620628957,27,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940631884883,26,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940624064295,25,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940632436307,25,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940618694827,17,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940614623455,17,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940611254681,13,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940632636959,8,6,720575940631309866,720575940611254681,8,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940621736669,7,5,720575940626021052,720575940628199802,9,4
720575940624963786,22,Sugar GRNs,,720575940632648612,720575940621736669,7,5,720575940626021052,720575940618694827,5,4
720575940639198653,22,Sugar GRNs,,720575940616103218,720575940630664556,5,5,720575940631915801,720575940615043112,5,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632873261,64,6,720575940610708430,720575940615043112,44,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632873261,64,6,720575940610708430,720575940612923390,36,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632873261,64,6,720575940610708430,720575940620628957,27,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632873261,64,6,720575940610708430,720575940631884883,26,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632873261,64,6,720575940610708430,720575940624064295,25,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632873261,64,6,720575940610708430,720575940611254681,13,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940628683063,59,6,720575940610708430,720575940615043112,44,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940628683063,59,6,720575940610708430,720575940612923390,36,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940628683063,59,6,720575940610708430,720575940620628957,27,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940628683063,59,6,720575940610708430,720575940631884883,26,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940628683063,59,6,720575940610708430,720575940624064295,25,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940628683063,59,6,720575940610708430,720575940611254681,13,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940632636959,23,6,720575940631309866,720575940611254681,8,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940629317450,22,6,720575940630311528,720575940620628957,5,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940636574388,5,6,720575940610708430,720575940615043112,44,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940636574388,5,6,720575940610708430,720575940612923390,36,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940636574388,5,6,720575940610708430,720575940620628957,27,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940636574388,5,6,720575940610708430,720575940631884883,26,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940636574388,5,6,720575940610708430,720575940624064295,25,4
720575940612670570,21,Sugar GRNs,,720575940641366517,720575940636574388,5,6,720575940610708430,720575940611254681,13,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940628199802,28,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940643539566,27,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940620628957,27,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940631884883,26,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940624064295,25,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940632436307,25,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940618694827,17,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940614623455,17,4
720575940624963786,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940611254681,13,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940647606148,13,6,720575940622160705,720575940628363820,5,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940615043112,44,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940625379859,31,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940628199802,28,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940643539566,27,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940620628957,27,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940631884883,26,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940624064295,25,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940632436307,25,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940623081400,24,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940628363820,22,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940618694827,17,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940614623455,17,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940611254681,13,4
720575940633143833,21,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940615911380,6,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940647606148,13,6,720575940622160705,720575940628363820,5,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940650527222,56,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940603765280,45,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940615043112,44,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940612923390,36,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940625379859,31,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940622897639,30,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940628199802,28,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940643539566,27,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940620628957,27,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940631884883,26,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940624064295,25,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940623081400,24,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940628363820,22,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940618694827,17,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940614623455,17,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940611254681,13,4
720575940632425919,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940615911380,6,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940633165980,28,5,720575940630349905,720575940628199802,12,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940633165980,28,5,720575940630349905,720575940643539566,12,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940633165980,28,5,720575940630349905,720575940631884883,9,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940633165980,28,5,720575940630349905,720575940624064295,6,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940629317450,16,7,720575940619025780,720575940628199802,7,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940629317450,16,6,720575940630311528,720575940620628957,5,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940618788944,13,5,720575940630311528,720575940620628957,5,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940621736669,11,5,720575940626021052,720575940628199802,9,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940621736669,11,5,720575940626021052,720575940618694827,5,4
720575940624963786,20,Sugar GRNs,,720575940647033396,720575940635816926,11,5,720575940633711028,720575940618694827,10,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940629370844,9,6,720575940626021052,720575940628199802,9,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940629370844,9,6,720575940626021052,720575940618694827,5,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940629370844,9,5,720575940637718598,720575940612923390,8,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,7,720575940644948771,720575940632436307,30,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940612923390,36,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940628199802,28,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940643539566,27,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940620628957,27,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940631884883,26,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940624064295,25,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940632436307,25,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940618694827,17,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940614623455,17,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940611254681,13,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940612923390,36,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940628199802,28,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940643539566,27,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940620628957,27,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940631884883,26,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940624064295,25,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940632436307,25,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940618694827,17,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940614623455,17,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940611254681,13,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,19,720575940642715040,720575940632436307,8,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940612923390,36,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940628199802,28,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940643539566,27,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940620628957,27,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940631884883,26,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940624064295,25,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940632436307,25,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940618694827,17,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940614623455,17,4
720575940630233916,20,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940611254681,13,4
720575940638202345,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940612923390,36,4
720575940638202345,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940620628957,27,4
720575940638202345,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940631884883,26,4
720575940638202345,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940624064295,25,4
720575940638202345,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940632436307,25,4
720575940638202345,20,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940611254681,13,4
720575940616885538,19,Sugar GRNs,,720575940655014049,720575940611549902,44,6,720575940623040094,720575940612923390,7,4
720575940616885538,19,Sugar GRNs,,720575940655014049,720575940611549902,44,6,720575940623040094,720575940615043112,5,4
720575940616885538,19,Sugar GRNs,,720575940655014049,720575940635210859,8,7,720575940631309866,720575940611254681,8,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,7,720575940644948771,720575940632436307,30,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940615043112,44,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940625379859,31,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940628199802,28,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940643539566,27,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940620628957,27,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940631884883,26,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940624064295,25,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940632436307,25,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940623081400,24,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940628363820,22,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940618694827,17,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940614623455,17,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940611254681,13,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632873261,61,6,720575940610708430,720575940615911380,6,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,19,720575940642715040,720575940632436307,8,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940615043112,44,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940625379859,31,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940628199802,28,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940643539566,27,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940620628957,27,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940631884883,26,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940624064295,25,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940632436307,25,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940623081400,24,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940628363820,22,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940618694827,17,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940614623455,17,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940611254681,13,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940628683063,43,6,720575940610708430,720575940615911380,6,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632146340,20,6,720575940633711028,720575940618694827,10,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632146340,20,6,720575940633711028,720575940615911380,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940629317450,17,7,720575940619025780,720575940628199802,7,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940629317450,17,7,720575940619025780,720575940615911380,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940629317450,17,6,720575940630311528,720575940623081400,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940629317450,17,6,720575940630311528,720575940620628957,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940634683743,15,5,720575940633711028,720575940618694827,10,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940634683743,15,5,720575940633711028,720575940615911380,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940637580102,12,6,720575940633711028,720575940618694827,10,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940637580102,12,6,720575940633711028,720575940615911380,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940629211607,12,5,720575940630311528,720575940623081400,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940629211607,12,5,720575940630311528,720575940620628957,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940614273292,11,7,720575940630311528,720575940623081400,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940614273292,11,7,720575940630311528,720575940620628957,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940615043112,44,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940625379859,31,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940628199802,28,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940643539566,27,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940620628957,27,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940631884883,26,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940624064295,25,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940632436307,25,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940623081400,24,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940628363820,22,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940618694827,17,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940614623455,17,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940611254681,13,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940636574388,9,6,720575940610708430,720575940615911380,6,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940632636959,8,6,720575940631309866,720575940611254681,8,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940621736669,7,5,720575940626021052,720575940628199802,9,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940621736669,7,5,720575940626021052,720575940618694827,5,4
720575940633143833,19,Sugar GRNs,,720575940632648612,720575940645039383,5,5,720575940623040094,720575940615043112,5,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940629370844,9,6,720575940626021052,720575940628199802,9,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940629370844,9,6,720575940626021052,720575940618694827,5,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,7,720575940644948771,720575940632436307,30,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940628199802,28,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940643539566,27,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940620628957,27,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940631884883,26,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940624064295,25,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940632436307,25,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940618694827,17,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940614623455,17,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940632873261,7,6,720575940610708430,720575940611254681,13,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940628199802,28,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940643539566,27,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940620628957,27,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940631884883,26,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940624064295,25,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940632436307,25,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940618694827,17,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940614623455,17,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940639813365,5,6,720575940610708430,720575940611254681,13,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,19,720575940642715040,720575940632436307,8,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940628199802,28,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940643539566,27,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940620628957,27,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940631884883,26,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940624064295,25,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940632436307,25,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940618694827,17,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940614623455,17,4
720575940624963786,19,Sugar GRNs,,720575940606866377,720575940628683063,5,6,720575940610708430,720575940611254681,13,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940647606148,13,6,720575940622160705,720575940628363820,5,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940650527222,56,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940603765280,45,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940615043112,44,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940612923390,36,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940625379859,31,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940622897639,30,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940628199802,28,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940643539566,27,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940620628957,27,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940631884883,26,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940624064295,25,4
720575940616885538,19,Sugar GRNs,,720575940626191306,720575940626308697,6,84,720575940610708430,720575940623081400,24,4
