from \ to,720575940650527222,720575940603765280,720575940612923390,720575940628363820,720575940611254681,720575940631884883,720575940643539566,720575940622897639,720575940625379859,720575940615911380,720575940623081400,720575940615043112,720575940628199802,720575940618694827,720575940632436307,720575940614623455,720575940624064295,720575940620628957
720575940612289010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
720575940635239672,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
720575940636895406,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
720575940622474899,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
