pre,post,weight,pre_group,post_group,pre_x,post_x,weight_x,pre_y,post_y,weight_y
720575940627438906,720575940620553094,20,Ir94e,hop 1 gaba interneuron,720575940620553094,720575940635807130,19,720575940635807130,720575940627921182,5
720575940627438906,720575940620553094,20,Ir94e,hop 1 gaba interneuron,720575940620553094,720575940637686750,18,720575940637686750,720575940632512156,13
720575940627438906,720575940614635175,20,Ir94e,hop 1 gaba interneuron,720575940614635175,720575940637686750,19,720575940637686750,720575940632512156,13
720575940627438906,720575940614635175,20,Ir94e,hop 1 gaba interneuron,720575940614635175,720575940635807130,10,720575940635807130,720575940620625880,20
720575940627438906,720575940614635175,20,Ir94e,hop 1 gaba interneuron,720575940614635175,720575940635807130,10,720575940635807130,720575940627921182,5
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940625696601,720575940616759014,19,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940638813016,720575940623207885,18,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940632512156,37
720575940638813016,720575940623207885,18,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940642312136,8
720575940631082124,720575940620553094,18,Ir94e,hop 1 gaba interneuron,720575940620553094,720575940635807130,19,720575940635807130,720575940620625880,20
720575940631082124,720575940620553094,18,Ir94e,hop 1 gaba interneuron,720575940620553094,720575940635807130,19,720575940635807130,720575940627921182,5
720575940631082124,720575940620553094,18,Ir94e,hop 1 gaba interneuron,720575940620553094,720575940637686750,18,720575940637686750,720575940632512156,13
720575940631082124,720575940614128691,17,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940620625880,56
720575940631082124,720575940614128691,17,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940621257340,21
720575940631082124,720575940614128691,17,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940627921182,10
720575940625696601,720575940614635175,17,Ir94e,hop 1 gaba interneuron,720575940614635175,720575940637686750,19,720575940637686750,720575940632512156,13
720575940625696601,720575940614635175,17,Ir94e,hop 1 gaba interneuron,720575940614635175,720575940635807130,10,720575940635807130,720575940620625880,20
720575940625696601,720575940614635175,17,Ir94e,hop 1 gaba interneuron,720575940614635175,720575940635807130,10,720575940635807130,720575940627921182,5
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940625450498,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940637747519,720575940616759014,17,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940627438906,720575940617299515,15,Ir94e,hop 1 acetylcholine interneuron,720575940617299515,720575940629013199,13,720575940629013199,720575940632512156,37
720575940627438906,720575940617299515,15,Ir94e,hop 1 acetylcholine interneuron,720575940617299515,720575940629013199,13,720575940629013199,720575940642312136,8
720575940625696601,720575940623207885,13,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940632512156,37
720575940625696601,720575940623207885,13,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940642312136,8
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940631082124,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940610683315,720575940617671285,12,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940627438906,720575940616759014,11,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940621375231,720575940628683063,11,Ir94e,hop 1 acetylcholine interneuron,720575940628683063,720575940622319715,5,720575940622319715,720575940627921182,5
720575940638218173,720575940614128691,11,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940620625880,56
720575940638218173,720575940614128691,11,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940621257340,21
720575940638218173,720575940614128691,11,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940627921182,10
720575940625450498,720575940617299515,11,Ir94e,hop 1 acetylcholine interneuron,720575940617299515,720575940629013199,13,720575940629013199,720575940632512156,37
720575940625450498,720575940617299515,11,Ir94e,hop 1 acetylcholine interneuron,720575940617299515,720575940629013199,13,720575940629013199,720575940642312136,8
720575940614211295,720575940637956698,11,Ir94e,hop 1 acetylcholine interneuron,720575940637956698,720575940612490958,7,720575940612490958,720575940627921182,92
720575940614211295,720575940637956698,11,Ir94e,hop 1 acetylcholine interneuron,720575940637956698,720575940612490958,7,720575940612490958,720575940642312136,36
720575940614211295,720575940637956698,11,Ir94e,hop 1 acetylcholine interneuron,720575940637956698,720575940612490958,7,720575940612490958,720575940621257340,20
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940638218173,720575940617671285,11,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940626016017,720575940614128691,11,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940620625880,56
720575940626016017,720575940614128691,11,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940621257340,21
720575940626016017,720575940614128691,11,Ir94e,hop 1 acetylcholine interneuron,720575940614128691,720575940629861163,29,720575940629861163,720575940627921182,10
720575940626016017,720575940628683063,9,Ir94e,hop 1 acetylcholine interneuron,720575940628683063,720575940622319715,5,720575940622319715,720575940627921182,5
720575940612920386,720575940637956698,9,Ir94e,hop 1 acetylcholine interneuron,720575940637956698,720575940612490958,7,720575940612490958,720575940627921182,92
720575940612920386,720575940637956698,9,Ir94e,hop 1 acetylcholine interneuron,720575940637956698,720575940612490958,7,720575940612490958,720575940642312136,36
720575940612920386,720575940637956698,9,Ir94e,hop 1 acetylcholine interneuron,720575940637956698,720575940612490958,7,720575940612490958,720575940621257340,20
720575940643065032,720575940611411057,8,Ir94e,hop 1 gaba interneuron,720575940611411057,720575940627110824,70,720575940627110824,720575940632512156,6
720575940643065032,720575940611411057,8,Ir94e,hop 1 gaba interneuron,720575940611411057,720575940622495401,46,720575940622495401,720575940620625880,9
720575940643065032,720575940611411057,8,Ir94e,hop 1 gaba interneuron,720575940611411057,720575940613511987,20,720575940613511987,720575940642312136,5
720575940643065032,720575940611411057,8,Ir94e,hop 1 gaba interneuron,720575940611411057,720575940630606444,5,720575940630606444,720575940642312136,32
720575940643065032,720575940611411057,8,Ir94e,hop 1 gaba interneuron,720575940611411057,720575940626617914,5,720575940626617914,720575940632512156,12
720575940626016017,720575940634090777,8,Ir94e,hop 1 gaba interneuron,720575940634090777,720575940635807130,11,720575940635807130,720575940620625880,20
720575940626016017,720575940634090777,8,Ir94e,hop 1 gaba interneuron,720575940634090777,720575940635807130,11,720575940635807130,720575940627921182,5
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940621375231,720575940617671285,8,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940621375231,720575940634090777,7,Ir94e,hop 1 gaba interneuron,720575940634090777,720575940635807130,11,720575940635807130,720575940620625880,20
720575940621375231,720575940634090777,7,Ir94e,hop 1 gaba interneuron,720575940634090777,720575940635807130,11,720575940635807130,720575940627921182,5
720575940611849178,720575940623207885,7,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940632512156,37
720575940611849178,720575940623207885,7,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940642312136,8
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940627921182,92
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940642312136,36
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940621257340,20
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940620122503,65,720575940620122503,720575940621257340,14
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940620122503,65,720575940620122503,720575940620625880,11
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940616127931,20,720575940616127931,720575940620625880,8
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940620670657,16,720575940620670657,720575940620625880,10
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940610960021,13,720575940610960021,720575940620625880,5
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940632556831,10,720575940632556831,720575940621257340,9
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940635807130,9,720575940635807130,720575940620625880,20
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940635807130,9,720575940635807130,720575940627921182,5
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940621257340,7
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940620625880,6
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940642312136,5
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940625005239,7,720575940625005239,720575940620625880,37
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940649812857,7,720575940649812857,720575940621257340,8
720575940631082124,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940649812857,7,720575940649812857,720575940620625880,5
720575940610683315,720575940628683063,7,Ir94e,hop 1 acetylcholine interneuron,720575940628683063,720575940622319715,5,720575940622319715,720575940627921182,5
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940627921182,92
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940642312136,36
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940621257340,20
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940620122503,65,720575940620122503,720575940621257340,14
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940620122503,65,720575940620122503,720575940620625880,11
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940616127931,20,720575940616127931,720575940620625880,8
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940620670657,16,720575940620670657,720575940620625880,10
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940610960021,13,720575940610960021,720575940620625880,5
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940632556831,10,720575940632556831,720575940621257340,9
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940635807130,9,720575940635807130,720575940620625880,20
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940635807130,9,720575940635807130,720575940627921182,5
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940621257340,7
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940620625880,6
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940642312136,5
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940625005239,7,720575940625005239,720575940620625880,37
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940649812857,7,720575940649812857,720575940621257340,8
720575940624079544,720575940629861163,7,Ir94e,Earmuff,720575940629861163,720575940649812857,7,720575940649812857,720575940620625880,5
720575940621898665,720575940617299515,7,Ir94e,hop 1 acetylcholine interneuron,720575940617299515,720575940629013199,13,720575940629013199,720575940632512156,37
720575940621898665,720575940617299515,7,Ir94e,hop 1 acetylcholine interneuron,720575940617299515,720575940629013199,13,720575940629013199,720575940642312136,8
720575940611849178,720575940623507273,6,Ir94e,GNG.SLP.T2 (R),720575940623507273,720575940624247787,24,720575940624247787,720575940621257340,10
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940627921182,92
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940642312136,36
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940612490958,144,720575940612490958,720575940621257340,20
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940620122503,65,720575940620122503,720575940621257340,14
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940620122503,65,720575940620122503,720575940620625880,11
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940616127931,20,720575940616127931,720575940620625880,8
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940620670657,16,720575940620670657,720575940620625880,10
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940610960021,13,720575940610960021,720575940620625880,5
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940632556831,10,720575940632556831,720575940621257340,9
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940635807130,9,720575940635807130,720575940620625880,20
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940635807130,9,720575940635807130,720575940627921182,5
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940621257340,7
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940620625880,6
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940604395436,7,720575940604395436,720575940642312136,5
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940625005239,7,720575940625005239,720575940620625880,37
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940649812857,7,720575940649812857,720575940621257340,8
720575940628198503,720575940629861163,6,Ir94e,Earmuff,720575940629861163,720575940649812857,7,720575940649812857,720575940620625880,5
720575940614211295,720575940619034782,6,Ir94e,GNG.SLP.T2 (L),720575940619034782,720575940624247787,37,720575940624247787,720575940621257340,10
720575940627402568,720575940623207885,6,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940632512156,37
720575940627402568,720575940623207885,6,Ir94e,hop 1 acetylcholine interneuron,720575940623207885,720575940629013199,22,720575940629013199,720575940642312136,8
720575940626016017,720575940635642725,6,Ir94e,hop 1 gaba interneuron,720575940635642725,720575940622495401,57,720575940622495401,720575940620625880,9
720575940626016017,720575940635642725,6,Ir94e,hop 1 gaba interneuron,720575940635642725,720575940612708374,33,720575940612708374,720575940627921182,6
720575940626016017,720575940635642725,6,Ir94e,hop 1 gaba interneuron,720575940635642725,720575940627110824,31,720575940627110824,720575940632512156,6
720575940626016017,720575940635642725,6,Ir94e,hop 1 gaba interneuron,720575940635642725,720575940647473796,7,720575940647473796,720575940627921182,40
720575940626016017,720575940635642725,6,Ir94e,hop 1 gaba interneuron,720575940635642725,720575940631486765,5,720575940631486765,720575940620625880,5
