root_id,group
720575941460495007,ORN
720575941460516678,ORN
720575941460757188,ORN
720575941460773060,ORN
720575941461005523,ORN
720575941461326547,ORN
720575941461374790,ORN
720575941461553808,ORN
720575941461571984,ORN
720575941461608848,ORN
720575941461624208,ORN
720575941461813971,ORN
720575941461873092,ORN
720575941461874372,ORN
720575941461926852,ORN
720575941461959620,ORN
720575941462071748,ORN
720575941462501075,ORN
720575941462513875,ORN
720575941462621907,ORN
720575941462662099,ORN
720575941462765712,ORN
720575941462778512,ORN
720575941462814477,ORN
720575941462834064,ORN
720575941462992068,ORN
720575941463078413,ORN
720575941463141316,ORN
720575941463168196,ORN
720575941463217421,ORN
720575941463252420,ORN
720575941463295501,ORN
720575941463340996,ORN
720575941463636624,ORN
720575941463705357,ORN
720575941463731088,ORN
720575941463735565,ORN
720575941463765517,ORN
720575941463804048,ORN
720575941463893005,ORN
720575941463900429,ORN
720575941463916813,ORN
720575941464125197,ORN
720575941465067277,ORN
720575941465147149,ORN
720575941465815382,ORN
720575941465822038,ORN
720575941466224406,ORN
720575941466397270,ORN
720575941466534169,ORN
720575941466543385,ORN
720575941466667286,ORN
720575941466670102,ORN
720575941466683414,ORN
720575941466690326,ORN
720575941466812246,ORN
720575941466904342,ORN
720575941467193878,ORN
720575941467530774,ORN
720575941467622166,ORN
720575941467704150,ORN
720575941467728406,ORN
720575941467828502,ORN
720575941467871766,ORN
720575941467917334,ORN
720575941467994198,ORN
720575941468098134,ORN
720575941468162646,ORN
720575941468164694,ORN
720575941468857309,ORN
720575941469041629,ORN
720575941469107478,ORN
720575941469172758,ORN
720575941469183709,ORN
720575941469197590,ORN
720575941469310941,ORN
720575941469792477,ORN
720575941469827549,ORN
720575941469851357,ORN
720575941469902557,ORN
720575941469928925,ORN
720575941469985757,ORN
720575941469988061,ORN
720575941470586123,ORN
720575941470621330,ORN
720575941470799371,ORN
720575941470931520,ORN
720575941470976477,ORN
720575941471027165,ORN
720575941471057885,ORN
720575941471092087,ORN
720575941471097152,ORN
720575941471099613,ORN
720575941471100637,ORN
720575941471146717,ORN
720575941471253111,ORN
720575941471322891,ORN
720575941471528459,ORN
720575941471560459,ORN
720575941471747851,ORN
720575941471756043,ORN
720575941471995456,ORN
720575941472018443,ORN
720575941472065911,ORN
720575941472078912,ORN
720575941472107584,ORN
720575941472573303,ORN
720575941472596599,ORN
720575941472597367,ORN
720575941472847680,ORN
720575941472862475,ORN
720575941472903744,ORN
720575941472961376,ORN
720575941473148000,ORN
720575941473234496,ORN
720575941473375117,ORN
720575941473435277,ORN
720575941473673056,ORN
720575941473975850,ORN
720575941474010208,ORN
720575941474129504,ORN
720575941474378080,ORN
720575941474500923,ORN
720575941474564394,ORN
720575941474658346,ORN
720575941475419232,ORN
720575941475420512,ORN
720575941475420768,ORN
720575941475586619,ORN
720575941475659306,ORN
720575941475803451,ORN
720575941475820603,ORN
720575941476073258,ORN
720575941476179761,ORN
720575941476182833,ORN
720575941476377137,ORN
720575941476572977,ORN
720575941476576308,ORN
720575941476675649,ORN
720575941476682049,ORN
720575941476685627,ORN
720575941476726587,ORN
720575941476755771,ORN
720575941476931102,ORN
720575941477099057,ORN
720575941477208113,ORN
720575941477269569,ORN
720575941477307934,ORN
720575941477449758,ORN
720575941477450526,ORN
720575941477559604,ORN
720575941477612906,ORN
720575941477624601,ORN
720575941477629465,ORN
720575941477632793,ORN
720575941477633049,ORN
720575941477636377,ORN
720575941477636889,ORN
720575941477639745,ORN
720575941477651737,ORN
720575941477662750,ORN
720575941477787498,ORN
720575941477787754,ORN
720575941477832001,ORN
720575941477838401,ORN
720575941477850945,ORN
720575941478042649,ORN
720575941478108993,ORN
720575941478119745,ORN
720575941478199070,ORN
720575941478239284,ORN
720575941478318641,ORN
720575941478435377,ORN
720575941478490730,ORN
720575941478581044,ORN
720575941478581300,ORN
720575941478583860,ORN
720575941478590772,ORN
720575941478673514,ORN
720575941478726762,ORN
720575941478764574,ORN
720575941478852929,ORN
720575941479018561,ORN
720575941479385568,ORN
720575941479392224,ORN
720575941479643778,ORN
720575941479663746,ORN
720575941479808362,ORN
720575941479988610,ORN
720575941480293856,ORN
720575941480395488,ORN
720575941480487904,ORN
720575941480492000,ORN
720575941480497632,ORN
720575941480631426,ORN
720575941480747427,ORN
720575941480757378,ORN
720575941480774339,ORN
720575941480952739,ORN
720575941481044899,ORN
720575941481060003,ORN
720575941481086403,ORN
720575941481137999,ORN
720575941481255136,ORN
720575941481259744,ORN
720575941481321551,ORN
720575941481350991,ORN
720575941481434051,ORN
720575941481505987,ORN
720575941481600195,ORN
720575941481830786,ORN
720575941481903245,ORN
720575941482046605,ORN
720575941482057891,ORN
720575941482069133,ORN
720575941482161862,ORN
720575941482183878,ORN
720575941482190534,ORN
720575941482308803,ORN
720575941482311619,ORN
720575941482398627,ORN
720575941482664387,ORN
720575941482681935,ORN
720575941482693050,ORN
720575941482748867,ORN
720575941482830589,ORN
720575941482935994,ORN
720575941483094269,ORN
720575941483146426,ORN
720575941483235270,ORN
720575941483283910,ORN
720575941483422906,ORN
720575941483576006,ORN
720575941483700410,ORN
720575941483828733,ORN
720575941483916029,ORN
720575941483979517,ORN
720575941484011261,ORN
720575941484019898,ORN
720575941484048826,ORN
720575941484113594,ORN
720575941484466886,ORN
720575941484487309,ORN
720575941484638662,ORN
720575941484674045,ORN
720575941484931002,ORN
720575941484932282,ORN
720575941484933050,ORN
720575941484984762,ORN
720575941484988090,ORN
720575941485028861,ORN
720575941485048061,ORN
720575941485050554,ORN
720575941485051834,ORN
720575941485078269,ORN
720575941485079293,ORN
720575941485490061,ORN
720575941485733126,ORN
720575941485806658,ORN
720575941485815949,ORN
720575941485863746,ORN
720575941485944386,ORN
720575941486482498,ORN
720575941486491714,ORN
720575941486552130,ORN
720575941486555533,ORN
720575941486562701,ORN
720575941486567053,ORN
720575941486650765,ORN
720575941486656653,ORN
720575941486694210,ORN
720575941486694466,ORN
720575941486732354,ORN
720575941486733122,ORN
720575941486819981,ORN
720575941486822918,ORN
720575941486919309,ORN
720575941486946445,ORN
720575941487239376,ORN
720575941487268816,ORN
720575941487354320,ORN
720575941487707533,ORN
720575941487720077,ORN
720575941487768528,ORN
720575941487785222,ORN
720575941487794061,ORN
720575941487868166,ORN
720575941487948354,ORN
720575941487971981,ORN
720575941488019152,ORN
720575941488121296,ORN
720575941488137424,ORN
720575941488162310,ORN
720575941488187856,ORN
720575941488193488,ORN
720575941488193744,ORN
720575941488198608,ORN
720575941488242640,ORN
720575941489178064,ORN
720575941489336272,ORN
720575941489518133,ORN
720575941489526581,ORN
720575941489539792,ORN
720575941489760565,ORN
720575941490183113,ORN
720575941490521292,ORN
720575941490569422,ORN
720575941490639305,ORN
720575941490639561,ORN
720575941490786023,ORN
720575941490795751,ORN
720575941490951372,ORN
720575941491159753,ORN
720575941491176142,ORN
720575941491342281,ORN
720575941491418316,ORN
720575941491439847,ORN
720575941491548515,ORN
720575941491611593,ORN
720575941491705575,ORN
720575941491763687,ORN
720575941491836873,ORN
720575941491921353,ORN
720575941491988169,ORN
720575941492178407,ORN
720575941492178663,ORN
720575941492362928,ORN
720575941492365518,ORN
720575941492373936,ORN
720575941492413360,ORN
720575941492425934,ORN
720575941492490700,ORN
720575941492564174,ORN
720575941492571340,ORN
720575941492672204,ORN
720575941492694220,ORN
720575941492719079,ORN
720575941493028583,ORN
720575941493032423,ORN
720575941493082800,ORN
720575941493213159,ORN
720575941493450987,ORN
720575941493541552,ORN
720575941493553584,ORN
720575941493569200,ORN
720575941493812656,ORN
720575941494145406,ORN
720575941494152830,ORN
720575941494306224,ORN
720575941494494384,ORN
720575941494502832,ORN
720575941494631038,ORN
720575941494679216,ORN
720575941494707691,ORN
720575941494795499,ORN
720575941495034750,ORN
720575941495123582,ORN
720575941495175294,ORN
720575941495240318,ORN
720575941495508352,ORN
720575941495838080,ORN
720575941495839616,ORN
720575941495841408,ORN
720575941496083911,ORN
720575941496132039,ORN
720575941496195783,ORN
720575941496333950,ORN
720575941496341374,ORN
720575941496399742,ORN
720575941496553088,ORN
720575941496827008,ORN
720575941496849792,ORN
720575941496878720,ORN
720575941496903040,ORN
720575941496920448,ORN
720575941496950656,ORN
720575941497050823,ORN
720575941497217920,ORN
720575941497422279,ORN
720575941497424071,ORN
720575941497426119,ORN
720575941497815419,ORN
720575941497828475,ORN
720575941498044288,ORN
720575941498056571,ORN
720575941498106697,ORN
720575941498221641,ORN
720575941498408521,ORN
720575941498458953,ORN
720575941498559355,ORN
720575941498599035,ORN
720575941498654587,ORN
720575941498686587,ORN
720575941498698619,ORN
720575941498777929,ORN
720575941498903675,ORN
720575941498916577,ORN
720575941499022305,ORN
720575941499038537,ORN
720575941499051745,ORN
720575941499058761,ORN
720575941499121889,ORN
720575941499173961,ORN
720575941499177185,ORN
720575941499192289,ORN
720575941499228385,ORN
720575941499239905,ORN
720575941499320994,ORN
720575941499503522,ORN
