pre_root_id,post_root_id,syn_count,direction
720575941354378032,720575941472725771,7,ORN_to_oviDN
720575941354378032,720575941502600898,3,ORN_to_oviDN
720575941354378032,720575941522669747,42,ORN_to_oviDN
720575941354378032,720575941530001893,7,ORN_to_oviDN
720575941354378032,720575941532938674,4,ORN_to_oviDN
720575941354378032,720575941539183331,6,ORN_to_oviDN
720575941354378032,720575941547642812,9,ORN_to_oviDN
720575941354378032,720575941570124532,4,ORN_to_oviDN
720575941354378032,720575941585819999,11,ORN_to_oviDN
720575941354378032,720575941590023492,3,ORN_to_oviDN
720575941354378032,720575941591148343,6,ORN_to_oviDN
720575941354378032,720575941610682470,7,ORN_to_oviDN
720575941354378032,720575941613506989,7,ORN_to_oviDN
720575941354378032,720575941623580524,13,ORN_to_oviDN
720575941354378032,720575941624345084,4,ORN_to_oviDN
720575941354378032,720575941688323340,4,ORN_to_oviDN
720575941354384176,720575941453022279,6,ORN_to_oviDN
720575941354384176,720575941472725771,3,ORN_to_oviDN
720575941354384176,720575941529898168,9,ORN_to_oviDN
720575941354384176,720575941535075250,14,ORN_to_oviDN
720575941354384176,720575941569633530,7,ORN_to_oviDN
720575941354384176,720575941585819999,3,ORN_to_oviDN
720575941354384176,720575941633338528,5,ORN_to_oviDN
720575941390420996,720575941460006128,3,ORN_to_oviDN
720575941391589380,720575941558640932,3,ORN_to_oviDN
720575941391589380,720575941563713846,9,ORN_to_oviDN
720575941391589380,720575941564087296,10,ORN_to_oviDN
720575941391873540,720575941427017556,8,ORN_to_oviDN
720575941391873540,720575941432903521,10,ORN_to_oviDN
720575941391873540,720575941477713770,7,ORN_to_oviDN
720575941391873540,720575941478215136,7,ORN_to_oviDN
720575941391873540,720575941482622627,5,ORN_to_oviDN
720575941391873540,720575941502416066,3,ORN_to_oviDN
720575941391873540,720575941509214242,3,ORN_to_oviDN
720575941391873540,720575941516095322,3,ORN_to_oviDN
720575941391873540,720575941527009636,3,ORN_to_oviDN
720575941391873540,720575941528134310,3,ORN_to_oviDN
720575941391873540,720575941529298820,3,ORN_to_oviDN
720575941391873540,720575941529767812,3,ORN_to_oviDN
720575941391873540,720575941530013368,3,ORN_to_oviDN
720575941391873540,720575941537986275,7,ORN_to_oviDN
720575941391873540,720575941540233877,5,ORN_to_oviDN
720575941391873540,720575941543210013,5,ORN_to_oviDN
720575941391873540,720575941563476904,3,ORN_to_oviDN
720575941391873540,720575941564804359,5,ORN_to_oviDN
720575941391873540,720575941565206791,4,ORN_to_oviDN
720575941391873540,720575941566818967,3,ORN_to_oviDN
720575941391873540,720575941615492249,8,ORN_to_oviDN
720575941391873540,720575941624345084,4,ORN_to_oviDN
720575941391873540,720575941653778705,5,ORN_to_oviDN
720575941391873540,720575941679106749,6,ORN_to_oviDN
720575941391928580,720575941440546645,3,ORN_to_oviDN
720575941391928580,720575941474871338,19,ORN_to_oviDN
720575941391928580,720575941500288225,4,ORN_to_oviDN
720575941391928580,720575941597223025,3,ORN_to_oviDN
720575941391928580,720575941598602396,6,ORN_to_oviDN
720575941391928580,720575941645051768,8,ORN_to_oviDN
720575941391928580,720575941653756145,3,ORN_to_oviDN
720575941391953156,720575941416341276,11,ORN_to_oviDN
720575941391953156,720575941439824402,5,ORN_to_oviDN
720575941391953156,720575941484888250,12,ORN_to_oviDN
720575941391953156,720575941515346508,4,ORN_to_oviDN
720575941391953156,720575941552796990,12,ORN_to_oviDN
720575941391953156,720575941553915546,20,ORN_to_oviDN
720575941391953156,720575941590190846,23,ORN_to_oviDN
720575941391953156,720575941596694823,7,ORN_to_oviDN
720575941391953156,720575941606127550,5,ORN_to_oviDN
720575941391953156,720575941653322517,16,ORN_to_oviDN
720575941391953156,720575941653756145,11,ORN_to_oviDN
720575941391953156,720575941658668056,4,ORN_to_oviDN
720575941391958020,720575941431339768,3,ORN_to_oviDN
720575941391958020,720575941439824402,3,ORN_to_oviDN
720575941391958020,720575941445101738,3,ORN_to_oviDN
720575941391958020,720575941486814214,16,ORN_to_oviDN
720575941391958020,720575941491173838,8,ORN_to_oviDN
720575941391958020,720575941508255045,10,ORN_to_oviDN
720575941391958020,720575941513999569,14,ORN_to_oviDN
720575941391958020,720575941519202732,5,ORN_to_oviDN
720575941391958020,720575941530322616,11,ORN_to_oviDN
720575941391958020,720575941545964393,14,ORN_to_oviDN
720575941391958020,720575941555160833,3,ORN_to_oviDN
720575941391958020,720575941566876055,4,ORN_to_oviDN
720575941391958020,720575941573540168,9,ORN_to_oviDN
720575941391958020,720575941596641413,10,ORN_to_oviDN
720575941391958020,720575941596694823,5,ORN_to_oviDN
720575941391958020,720575941597223025,4,ORN_to_oviDN
720575941391958020,720575941606127550,3,ORN_to_oviDN
720575941391958020,720575941653756145,10,ORN_to_oviDN
720575941391982084,720575941432132961,14,ORN_to_oviDN
720575941391982084,720575941540589693,9,ORN_to_oviDN
720575941391982084,720575941633176773,8,ORN_to_oviDN
720575941391982084,720575941653756145,3,ORN_to_oviDN
720575941391982084,720575941734311723,22,ORN_to_oviDN
720575941392159236,720575941586084230,3,ORN_to_oviDN
720575941392160004,720575941531370187,3,ORN_to_oviDN
720575941392389380,720575941625363452,4,ORN_to_oviDN
720575941392390660,720575941448738836,6,ORN_to_oviDN
720575941392624388,720575941431339768,7,ORN_to_oviDN
720575941392624388,720575941440470357,15,ORN_to_oviDN
720575941392624388,720575941463514768,4,ORN_to_oviDN
720575941392624388,720575941463588240,20,ORN_to_oviDN
720575941392624388,720575941471402763,4,ORN_to_oviDN
720575941392624388,720575941472725771,5,ORN_to_oviDN
720575941392624388,720575941474918442,3,ORN_to_oviDN
720575941392624388,720575941505426626,31,ORN_to_oviDN
720575941392624388,720575941523018487,3,ORN_to_oviDN
720575941392624388,720575941537753320,3,ORN_to_oviDN
720575941392624388,720575941584783326,8,ORN_to_oviDN
720575941392624388,720575941585819999,12,ORN_to_oviDN
720575941392624388,720575941591148343,7,ORN_to_oviDN
720575941392624388,720575941597223025,6,ORN_to_oviDN
720575941392624388,720575941599261340,4,ORN_to_oviDN
720575941392624388,720575941613312941,40,ORN_to_oviDN
720575941392624388,720575941613506989,7,ORN_to_oviDN
720575941392624388,720575941613704156,3,ORN_to_oviDN
720575941392624388,720575941624345084,13,ORN_to_oviDN
720575941392624388,720575941639495285,3,ORN_to_oviDN
720575941392624388,720575941654891481,3,ORN_to_oviDN
720575941392624388,720575941688323340,3,ORN_to_oviDN
720575941392627862,720575941575561885,4,ORN_to_oviDN
720575941392629142,720575941550686241,6,ORN_to_oviDN
720575941392716694,720575941413772655,6,ORN_to_oviDN
720575941392716694,720575941415339153,6,ORN_to_oviDN
720575941392716694,720575941445147306,8,ORN_to_oviDN
720575941392716694,720575941470654987,6,ORN_to_oviDN
720575941392716694,720575941472076407,5,ORN_to_oviDN
720575941392716694,720575941478464833,14,ORN_to_oviDN
720575941392716694,720575941478490433,22,ORN_to_oviDN
720575941392716694,720575941498953890,13,ORN_to_oviDN
720575941392716694,720575941509220642,41,ORN_to_oviDN
720575941392716694,720575941524477515,12,ORN_to_oviDN
720575941392716694,720575941527011917,17,ORN_to_oviDN
720575941392716694,720575941527668482,5,ORN_to_oviDN
720575941392716694,720575941527912836,3,ORN_to_oviDN
720575941392716694,720575941545998216,3,ORN_to_oviDN
720575941392716694,720575941560124175,8,ORN_to_oviDN
720575941392716694,720575941561333230,40,ORN_to_oviDN
720575941392716694,720575941565499136,9,ORN_to_oviDN
720575941392716694,720575941568417582,6,ORN_to_oviDN
720575941392716694,720575941576372406,5,ORN_to_oviDN
720575941392716694,720575941595295525,15,ORN_to_oviDN
720575941392716694,720575941605177534,19,ORN_to_oviDN
720575941392716694,720575941624345084,3,ORN_to_oviDN
720575941392716694,720575941625680778,4,ORN_to_oviDN
720575941392716694,720575941652027669,12,ORN_to_oviDN
720575941392716694,720575941661250940,12,ORN_to_oviDN
720575941392716694,720575941687758092,4,ORN_to_oviDN
720575941392755094,720575941560133135,7,ORN_to_oviDN
720575941392755094,720575941586084230,6,ORN_to_oviDN
720575941392768004,720575941413772655,3,ORN_to_oviDN
720575941392768004,720575941436567694,4,ORN_to_oviDN
720575941392768004,720575941439824402,4,ORN_to_oviDN
720575941392768004,720575941452718407,3,ORN_to_oviDN
720575941392768004,720575941478599454,5,ORN_to_oviDN
720575941392768004,720575941496973952,5,ORN_to_oviDN
720575941392768004,720575941498906593,8,ORN_to_oviDN
720575941392768004,720575941503628887,8,ORN_to_oviDN
720575941392768004,720575941509418078,5,ORN_to_oviDN
720575941392768004,720575941515802467,59,ORN_to_oviDN
720575941392768004,720575941551129343,12,ORN_to_oviDN
720575941392768004,720575941571997342,3,ORN_to_oviDN
720575941392768004,720575941581303929,3,ORN_to_oviDN
720575941392768004,720575941591148343,3,ORN_to_oviDN
720575941392768004,720575941599261340,3,ORN_to_oviDN
720575941392768004,720575941603666617,5,ORN_to_oviDN
720575941392768004,720575941604034750,7,ORN_to_oviDN
720575941392768004,720575941653756145,10,ORN_to_oviDN
720575941392768004,720575941664692860,21,ORN_to_oviDN
720575941392820740,720575941439824402,4,ORN_to_oviDN
720575941392820740,720575941478599454,6,ORN_to_oviDN
720575941392820740,720575941519202732,4,ORN_to_oviDN
720575941392820740,720575941561384493,3,ORN_to_oviDN
720575941392820740,720575941562877229,11,ORN_to_oviDN
720575941392820740,720575941566876055,3,ORN_to_oviDN
720575941392820740,720575941591148343,7,ORN_to_oviDN
720575941392820740,720575941596694823,3,ORN_to_oviDN
720575941392820740,720575941653756145,7,ORN_to_oviDN
720575941392826116,720575941440304172,4,ORN_to_oviDN
720575941392826116,720575941486736646,5,ORN_to_oviDN
720575941392873476,720575941413772655,3,ORN_to_oviDN
720575941392873476,720575941442044623,3,ORN_to_oviDN
720575941392873476,720575941476408606,4,ORN_to_oviDN
720575941392873476,720575941494528640,5,ORN_to_oviDN
720575941392873476,720575941509418078,7,ORN_to_oviDN
720575941392873476,720575941551173437,8,ORN_to_oviDN
720575941392873476,720575941564243602,5,ORN_to_oviDN
720575941392873476,720575941593782891,14,ORN_to_oviDN
720575941392873476,720575941599987648,3,ORN_to_oviDN
720575941392873476,720575941625041148,3,ORN_to_oviDN
720575941392885252,720575941500273889,9,ORN_to_oviDN
720575941392885252,720575941552742206,8,ORN_to_oviDN
720575941392897796,720575941413772655,5,ORN_to_oviDN
720575941392897796,720575941438563039,3,ORN_to_oviDN
720575941392897796,720575941442044623,5,ORN_to_oviDN
720575941392897796,720575941460776388,4,ORN_to_oviDN
720575941392897796,720575941476408606,12,ORN_to_oviDN
720575941392897796,720575941494528640,10,ORN_to_oviDN
720575941392897796,720575941509418078,16,ORN_to_oviDN
720575941392897796,720575941544088169,3,ORN_to_oviDN
720575941392897796,720575941551173437,34,ORN_to_oviDN
720575941392897796,720575941556727553,4,ORN_to_oviDN
720575941392897796,720575941562021778,3,ORN_to_oviDN
720575941392897796,720575941565405026,3,ORN_to_oviDN
720575941392897796,720575941586909764,6,ORN_to_oviDN
720575941392897796,720575941593782891,20,ORN_to_oviDN
720575941392897796,720575941599987648,3,ORN_to_oviDN
720575941392897796,720575941630062818,4,ORN_to_oviDN
720575941392916996,720575941393694724,12,ORN_to_oviDN
720575941392916996,720575941437367519,7,ORN_to_oviDN
720575941392919556,720575941440304172,6,ORN_to_oviDN
720575941392919556,720575941597051761,34,ORN_to_oviDN
720575941392923798,720575941439824402,5,ORN_to_oviDN
720575941392923798,720575941452718407,3,ORN_to_oviDN
720575941392923798,720575941478599454,10,ORN_to_oviDN
720575941392923798,720575941544128797,24,ORN_to_oviDN
720575941392923798,720575941568333102,3,ORN_to_oviDN
720575941392923798,720575941591148343,4,ORN_to_oviDN
720575941392923798,720575941596694823,7,ORN_to_oviDN
720575941392923798,720575941597223025,4,ORN_to_oviDN
720575941392923798,720575941606127550,10,ORN_to_oviDN
720575941392923798,720575941628446521,5,ORN_to_oviDN
720575941392923798,720575941631149026,21,ORN_to_oviDN
720575941392923798,720575941653756145,11,ORN_to_oviDN
720575941393214724,720575941480138346,3,ORN_to_oviDN
720575941393214724,720575941525495115,5,ORN_to_oviDN
720575941393214724,720575941539297941,3,ORN_to_oviDN
720575941393214724,720575941644328805,5,ORN_to_oviDN
720575941393278212,720575941432492247,5,ORN_to_oviDN
720575941393278212,720575941442706267,3,ORN_to_oviDN
720575941393278212,720575941456827117,10,ORN_to_oviDN
720575941393278212,720575941467776278,24,ORN_to_oviDN
720575941393278212,720575941479047648,5,ORN_to_oviDN
720575941393278212,720575941483447994,8,ORN_to_oviDN
720575941393278212,720575941491218608,8,ORN_to_oviDN
720575941393278212,720575941517208666,8,ORN_to_oviDN
720575941393278212,720575941528270338,3,ORN_to_oviDN
720575941393278212,720575941569471278,7,ORN_to_oviDN
720575941393278212,720575941615484947,5,ORN_to_oviDN
720575941393278212,720575941667080947,5,ORN_to_oviDN
720575941393316758,720575941560133135,4,ORN_to_oviDN
720575941393316758,720575941586084230,4,ORN_to_oviDN
720575941393413014,720575941472725771,3,ORN_to_oviDN
720575941393413014,720575941477294878,3,ORN_to_oviDN
720575941393413014,720575941586873478,36,ORN_to_oviDN
720575941393413014,720575941589186871,3,ORN_to_oviDN
720575941393413014,720575941599261340,4,ORN_to_oviDN
720575941393413014,720575941611690086,4,ORN_to_oviDN
720575941393413014,720575941658668056,3,ORN_to_oviDN
720575941393541014,720575941482111139,6,ORN_to_oviDN
720575941393541014,720575941490721333,5,ORN_to_oviDN
720575941393541014,720575941526838884,4,ORN_to_oviDN
720575941393541014,720575941550691361,3,ORN_to_oviDN
720575941393541014,720575941558475428,10,ORN_to_oviDN
720575941393548694,720575941483998605,4,ORN_to_oviDN
720575941393548694,720575941533145944,5,ORN_to_oviDN
720575941393548694,720575941551173437,5,ORN_to_oviDN
720575941393548694,720575941573331963,5,ORN_to_oviDN
720575941393548694,720575941593782891,6,ORN_to_oviDN
720575941393590934,720575941431305865,5,ORN_to_oviDN
720575941393623958,720575941577333352,4,ORN_to_oviDN
720575941393623958,720575941577395304,4,ORN_to_oviDN
720575941393623958,720575941672264615,6,ORN_to_oviDN
720575941393630614,720575941440284245,4,ORN_to_oviDN
720575941393630614,720575941460776388,3,ORN_to_oviDN
720575941393630614,720575941474918442,3,ORN_to_oviDN
720575941393630614,720575941564149416,15,ORN_to_oviDN
720575941393630614,720575941613704156,3,ORN_to_oviDN
720575941393630614,720575941688323340,5,ORN_to_oviDN
720575941393637380,720575941447935764,3,ORN_to_oviDN
720575941393669782,720575941402014243,4,ORN_to_oviDN
720575941393669782,720575941478473066,13,ORN_to_oviDN
720575941393669782,720575941556996388,17,ORN_to_oviDN
720575941393669782,720575941568458286,3,ORN_to_oviDN
720575941393686276,720575941553881991,3,ORN_to_oviDN
720575941393686276,720575941586879878,4,ORN_to_oviDN
720575941393686934,720575941546396165,4,ORN_to_oviDN
720575941393686934,720575941575147771,8,ORN_to_oviDN
720575941393686934,720575941614407900,5,ORN_to_oviDN
720575941393686934,720575941625363452,4,ORN_to_oviDN
720575941393694724,720575941441821275,3,ORN_to_oviDN
720575941393694724,720575941445211050,4,ORN_to_oviDN
720575941393694724,720575941526940004,3,ORN_to_oviDN
720575941393694724,720575941546396165,3,ORN_to_oviDN
720575941393694724,720575941560133135,3,ORN_to_oviDN
720575941393694724,720575941564578870,4,ORN_to_oviDN
720575941393694724,720575941577395304,8,ORN_to_oviDN
720575941393694724,720575941595083222,21,ORN_to_oviDN
720575941393694724,720575941614407900,4,ORN_to_oviDN
720575941393694724,720575941624375804,8,ORN_to_oviDN
720575941393694724,720575941646667976,3,ORN_to_oviDN
720575941393713814,720575941596424581,4,ORN_to_oviDN
720575941393716630,720575941439824402,4,ORN_to_oviDN
720575941393716630,720575941478599454,6,ORN_to_oviDN
720575941393716630,720575941492598476,8,ORN_to_oviDN
720575941393716630,720575941519202732,4,ORN_to_oviDN
720575941393716630,720575941550691361,3,ORN_to_oviDN
720575941393716630,720575941591148343,3,ORN_to_oviDN
720575941393716630,720575941591583884,14,ORN_to_oviDN
720575941393716630,720575941595098838,14,ORN_to_oviDN
720575941393716630,720575941596694823,4,ORN_to_oviDN
720575941393716630,720575941606127550,4,ORN_to_oviDN
720575941393716630,720575941653756145,5,ORN_to_oviDN
720575941393731478,720575941598597788,4,ORN_to_oviDN
720575941393745302,720575941415798417,3,ORN_to_oviDN
720575941393745302,720575941418143004,5,ORN_to_oviDN
720575941393745302,720575941427592788,7,ORN_to_oviDN
720575941393745302,720575941447863316,3,ORN_to_oviDN
720575941393745302,720575941452856698,14,ORN_to_oviDN
720575941393745302,720575941460075078,21,ORN_to_oviDN
720575941393745302,720575941461798596,3,ORN_to_oviDN
720575941393745302,720575941462758611,11,ORN_to_oviDN
720575941393745302,720575941463808400,9,ORN_to_oviDN
720575941393745302,720575941472424459,10,ORN_to_oviDN
720575941393745302,720575941477870913,27,ORN_to_oviDN
720575941393745302,720575941478490433,21,ORN_to_oviDN
720575941393745302,720575941478599454,39,ORN_to_oviDN
720575941393745302,720575941492973287,17,ORN_to_oviDN
720575941393745302,720575941497888384,17,ORN_to_oviDN
