direction,pre_root_id,post_root_id
OviDN_to_ORN,720575941644699848,720575941501178786
ORN_to_OviDN,720575941532541387,720575941626179978
ORN_to_OviDN,720575941627518828,720575941492598476
OviDN_to_ORN,720575941605174462,720575941631721954
OviDN_to_ORN,720575941575557883,720575941450502222
OviDN_to_CA,720575941653715161,720575941496903035
ORN_to_OviDN,720575941505426626,720575941393745302
ORN_to_OviDN,720575941508246341,720575941432162808
ORN_to_OviDN,720575941572689054,720575941448157204
ORN_to_OviDN,720575941492467150,720575941507559749
ORN_to_OviDN,720575941443325391,720575941585819999
ORN_to_OviDN,720575941499811195,720575941440284245
ORN_to_OviDN,720575941628900646,720575941600820521
ORN_to_OviDN,720575941439824402,720575941532541387
ORN_to_OviDN,720575941596168662,720575941688323340
ORN_to_OviDN,720575941496262855,720575941653778705
ORN_to_OviDN,720575941595865895,720575941431339768
OviDN_to_ORN,720575941441466319,720575941537841379
OviDN_to_ORN,720575941596694823,720575941585752030
ORN_to_OviDN,720575941487548301,720575941551975679
ORN_to_OviDN,720575941484466886,720575941582619257
ORN_to_OviDN,720575941543216669,720575941494528640
CA_to_ORN,720575941591148343,720575941646478456
ORN_to_OviDN,720575941689999256,720575941573331963
ORN_to_OviDN,720575941621061759,720575941546112773
OviDN_to_ORN,720575941453873715,720575941585819999
CA_to_ORN,720575941451983017,720575941550117949
ORN_to_OviDN,720575941630428130,720575941581303929
ORN_to_OviDN,720575941411131819,720575941458915312
ORN_to_OviDN,720575941536001802,720575941460161350
ORN_to_OviDN,720575941538878435,720575941597051761
ORN_to_OviDN,720575941537842408,720575941448738836
ORN_to_OviDN,720575941614581779,720575941552124415
ORN_to_OviDN,720575941409080879,720575941529898168
ORN_to_OviDN,720575941487548301,720575941482223299
OviDN_to_ORN,720575941431264905,720575941478590516
ORN_to_OviDN,720575941639453557,720575941734311723
ORN_to_OviDN,720575941653943281,720575941432492247
ORN_to_OviDN,720575941463078413,720575941591148343
ORN_to_OviDN,720575941449548125,720575941606127550
ORN_to_OviDN,720575941621058687,720575941470016221
OviDN_to_ORN,720575941591148343,720575941479663746
ORN_to_OviDN,720575941613498214,720575941569471278
OviDN_to_ORN,720575941494746288,720575941508567842
ORN_to_OviDN,720575941535019096,720575941564243602
ORN_to_OviDN,720575941516448090,720575941560622195
OviDN_to_ORN,720575941606127550,720575941470586123
ORN_to_OviDN,720575941565684736,720575941505426626
ORN_to_OviDN,720575941517044590,720575941535620018
ORN_to_OviDN,720575941517423097,720575941599261340
OviDN_to_ORN,720575941653217813,720575941535620018
OviDN_to_ORN,720575941599987648,720575941570144244
ORN_to_OviDN,720575941591148343,720575941664692860
CA_to_ORN,720575941501178786,720575941535058881
ORN_to_OviDN,720575941450334301,720575941543230237
ORN_to_OviDN,720575941549703201,720575941504802283
CA_to_ORN,720575941588916036,720575941495123582
CA_to_ORN,720575941585819999,720575941460773060
CA_to_ORN,720575941481225039,720575941579784529
ORN_to_OviDN,720575941570144244,720575941435013664
ORN_to_OviDN,720575941587764702,720575941554127934
ORN_to_OviDN,720575941654891481,720575941591148343
OviDN_to_ORN,720575941691308952,720575941557603556
ORN_to_OviDN,720575941611563753,720575941529824440
ORN_to_OviDN,720575941481447107,720575941474918442
CA_to_ORN,720575941438563039,720575941574827933
ORN_to_OviDN,720575941568342130,720575941597223025
ORN_to_OviDN,720575941682275773,720575941566876055
OviDN_to_ORN,720575941615297945,720575941458953375
ORN_to_OviDN,720575941416294940,720575941540589693
ORN_to_OviDN,720575941603666617,720575941551173437
ORN_to_OviDN,720575941552068926,720575941503628887
OviDN_to_ORN,720575941597223025,720575941591148343
ORN_to_OviDN,720575941436255374,720575941548889480
ORN_to_OviDN,720575941640590965,720575941491173838
OviDN_to_ORN,720575941653756145,720575941633042629
ORN_to_OviDN,720575941478662250,720575941604964030
ORN_to_OviDN,720575941619200639,720575941504978775
OviDN_to_ORN,720575941577599592,720575941536776938
ORN_to_OviDN,720575941489526581,720575941653756145
ORN_to_OviDN,720575941520627822,720575941536140522
ORN_to_OviDN,720575941533599205,720575941525495115
ORN_to_OviDN,720575941568341294,720575941474918442
OviDN_to_CA,720575941541909965,720575941516516195
ORN_to_OviDN,720575941562877229,720575941558639012
ORN_to_OviDN,720575941689939830,720575941688323340
ORN_to_OviDN,720575941408635310,720575941615484947
ORN_to_OviDN,720575941499913953,720575941433505678
ORN_to_OviDN,720575941482918598,720575941592611724
ORN_to_OviDN,720575941653322517,720575941509214242
OviDN_to_ORN,720575941689707020,720575941543514716
ORN_to_OviDN,720575941490951372,720575941553915546
ORN_to_OviDN,720575941486555533,720575941519202732
ORN_to_OviDN,720575941603666617,720575941562753799
OviDN_to_ORN,720575941483094525,720575941516418883
ORN_to_OviDN,720575941472596599,720575941458518431
ORN_to_OviDN,720575941550705441,720575941566668898
ORN_to_OviDN,720575941580940665,720575941540452813
CA_to_ORN,720575941535620018,720575941461910468
ORN_to_OviDN,720575941539323541,720575941505440343
ORN_to_OviDN,720575941631815877,720575941586084230
ORN_to_OviDN,720575941553915546,720575941574789640
ORN_to_OviDN,720575941529760952,720575941596167205
ORN_to_OviDN,720575941433253902,720575941596424581
ORN_to_OviDN,720575941536605160,720575941463808400
OviDN_to_ORN,720575941577624665,720575941496984448
ORN_to_OviDN,720575941634728891,720575941452876154
ORN_to_OviDN,720575941510735376,720575941653217813
ORN_to_OviDN,720575941551516020,720575941564967175
ORN_to_OviDN,720575941603666617,720575941503628887
OviDN_to_CA,720575941595499557,720575941506618428
OviDN_to_ORN,720575941555761235,720575941689774860
ORN_to_OviDN,720575941432405423,720575941561551917
ORN_to_OviDN,720575941547506100,720575941492598476
ORN_to_OviDN,720575941458370541,720575941656680784
OviDN_to_ORN,720575941411131819,720575941432205838
ORN_to_OviDN,720575941573509385,720575941474918442
ORN_to_OviDN,720575941569471278,720575941689426927
ORN_to_OviDN,720575941528064281,720575941598853056
ORN_to_OviDN,720575941474871338,720575941469958621
ORN_to_OviDN,720575941407977263,720575941481225039
ORN_to_OviDN,720575941518142099,720575941491218608
ORN_to_OviDN,720575941441016015,720575941599261340
ORN_to_OviDN,720575941454069063,720575941436567694
OviDN_to_ORN,720575941653756145,720575941592898667
ORN_to_OviDN,720575941519494254,720575941611690086
ORN_to_OviDN,720575941643991928,720575941613506989
ORN_to_OviDN,720575941446172074,720575941478599454
OviDN_to_ORN,720575941596694823,720575941551416692
ORN_to_OviDN,720575941543009053,720575941613506989
OviDN_to_ORN,720575941455119667,720575941599286940
ORN_to_OviDN,720575941415813524,720575941540123740
ORN_to_OviDN,720575941591148343,720575941478599454
OviDN_to_ORN,720575941613506989,720575941564322823
CA_to_ORN,720575941613506989,720575941570147316
ORN_to_OviDN,720575941526886500,720575941539370133
ORN_to_OviDN,720575941460062278,720575941525261643
OviDN_to_CA,720575941561430829,720575941451926906
ORN_to_OviDN,720575941568333102,720575941573878267
ORN_to_OviDN,720575941413618324,720575941519525592
OviDN_to_ORN,720575941606127550,720575941613241062
ORN_to_OviDN,720575941611390893,720575941431668984
ORN_to_OviDN,720575941563713846,720575941558612516
ORN_to_OviDN,720575941520283820,720575941591148343
ORN_to_OviDN,720575941439610412,720575941442706267
ORN_to_OviDN,720575941652595221,720575941539293333
ORN_to_OviDN,720575941533034627,720575941463808400
ORN_to_OviDN,720575941614581779,720575941478545258
OviDN_to_ORN,720575941478580586,720575941565405026
OviDN_to_ORN,720575941482051235,720575941458915312
ORN_to_OviDN,720575941430764536,720575941470188765
ORN_to_OviDN,720575941592515582,720575941597571461
CA_to_ORN,720575941474918442,720575941445138090
ORN_to_OviDN,720575941566668898,720575941499923425
OviDN_to_ORN,720575941508013591,720575941572689054
ORN_to_OviDN,720575941507817054,720575941409484718
ORN_to_OviDN,720575941496009344,720575941631977954
ORN_to_OviDN,720575941660512336,720575941613506989
ORN_to_OviDN,720575941558599076,720575941596694823
ORN_to_OviDN,720575941519525592,720575941474871089
ORN_to_OviDN,720575941585846750,720575941478599454
OviDN_to_ORN,720575941585819999,720575941411131819
ORN_to_OviDN,720575941586608862,720575941536172888
ORN_to_OviDN,720575941646196385,720575941590023492
ORN_to_OviDN,720575941482057891,720575941504978775
ORN_to_OviDN,720575941461873092,720575941544412165
OviDN_to_ORN,720575941411131819,720575941573939613
ORN_to_OviDN,720575941440470357,720575941433155543
ORN_to_OviDN,720575941494494384,720575941540589693
OviDN_to_ORN,720575941634690747,720575941550346017
ORN_to_OviDN,720575941452862535,720575941411131819
ORN_to_OviDN,720575941654911505,720575941412477355
ORN_to_OviDN,720575941509434146,720575941454221127
OviDN_to_ORN,720575941625906843,720575941626005962
ORN_to_OviDN,720575941507397410,720575941597051761
OviDN_to_ORN,720575941653756145,720575941583186297
OviDN_to_CA,720575941481788802,720575941506715415
ORN_to_OviDN,720575941528165542,720575941577599592
ORN_to_OviDN,720575941430629513,720575941492598476
ORN_to_OviDN,720575941503616450,720575941652646105
OviDN_to_ORN,720575941504989015,720575941732081963
OviDN_to_ORN,720575941551860735,720575941512656338
ORN_to_CA,720575941658668056,720575941611404874
ORN_to_OviDN,720575941514910051,720575941527934820
ORN_to_OviDN,720575941524839912,720575941532938674
ORN_to_OviDN,720575941513298897,720575941606127550
ORN_to_OviDN,720575941442159567,720575941555700307
ORN_to_OviDN,720575941476675649,720575941599261340
ORN_to_OviDN,720575941492719079,720575941478599454
OviDN_to_ORN,720575941646479521,720575941549386376
ORN_to_OviDN,720575941541599836,720575941528134310
OviDN_to_ORN,720575941519075438,720575941568333102
ORN_to_OviDN,720575941476377137,720575941534032101
ORN_to_OviDN,720575941496480711,720575941572689054
ORN_to_OviDN,720575941451947598,720575941585819999
ORN_to_OviDN,720575941494145406,720575941491173838
OviDN_to_ORN,720575941438563039,720575941495123582
OviDN_to_ORN,720575941481225039,720575941594432470
ORN_to_OviDN,720575941477787754,720575941463514768
ORN_to_OviDN,720575941478435377,720575941624345084
ORN_to_OviDN,720575941432443785,720575941640146293
ORN_to_OviDN,720575941567485742,720575941565353362
ORN_to_OviDN,720575941502304139,720575941413768815
ORN_to_OviDN,720575941406270576,720575941452218746
CA_to_ORN,720575941478599454,720575941612685276
ORN_to_OviDN,720575941626338954,720575941492125902
ORN_to_OviDN,720575941431026095,720575941628446521
CA_to_ORN,720575941519906476,720575941555508481
ORN_to_OviDN,720575941560622195,720575941459316383
ORN_to_OviDN,720575941538968469,720575941487548557
CA_to_ORN,720575941585819999,720575941564720535
OviDN_to_ORN,720575941596694823,720575941431173880
OviDN_to_ORN,720575941596694823,720575941576050077
OviDN_to_ORN,720575941534007128,720575941555700307
OviDN_to_ORN,720575941601787894,720575941547426484
OviDN_to_ORN,720575941692228248,720575941595427621
OviDN_to_ORN,720575941478599454,720575941513308236
OviDN_to_ORN,720575941431339768,720575941646770376
ORN_to_OviDN,720575941524069111,720575941655928281
ORN_to_OviDN,720575941646850504,720575941496973952
OviDN_to_ORN,720575941576368054,720575941601287209
ORN_to_OviDN,720575941633106885,720575941604236222
ORN_to_OviDN,720575941450254773,720575941596554885
ORN_to_OviDN,720575941733904171,720575941561384493
ORN_to_OviDN,720575941588381764,720575941516860563
ORN_to_OviDN,720575941616730837,720575941487548301
ORN_to_OviDN,720575941722292026,720575941585819999
OviDN_to_ORN,720575941542904861,720575941515906195
ORN_to_OviDN,720575941569633530,720575941627278137
ORN_to_OviDN,720575941536637418,720575941654891481
ORN_to_OviDN,720575941538118938,720575941639495285
OviDN_to_ORN,720575941585819999,720575941494679216
OviDN_to_ORN,720575941477894686,720575941575418377
ORN_to_OviDN,720575941482015174,720575941453771079
OviDN_to_ORN,720575941450502222,720575941574107643
ORN_to_OviDN,720575941478599454,720575941557433060
ORN_to_OviDN,720575941591148343,720575941466982742
OviDN_to_ORN,720575941597223025,720575941589470206
ORN_to_OviDN,720575941394798230,720575941463808400
ORN_to_OviDN,720575941555700307,720575941452856698
ORN_to_OviDN,720575941538968469,720575941429058900
ORN_to_OviDN,720575941575557883,720575941691228056
ORN_to_OviDN,720575941550691361,720575941597601669
ORN_to_OviDN,720575941576165129,720575941608631405
ORN_to_OviDN,720575941589470206,720575941568333102
ORN_to_OviDN,720575941528270338,720575941564087296
ORN_to_OviDN,720575941453333161,720575941606127550
ORN_to_OviDN,720575941537542888,720575941565405026
ORN_to_OviDN,720575941540589693,720575941578426713
ORN_to_OviDN,720575941509154398,720575941588916036
ORN_to_OviDN,720575941580727417,720575941450253149
ORN_to_OviDN,720575941598547392,720575941547642812
ORN_to_OviDN,720575941566506599,720575941551173437
ORN_to_OviDN,720575941632935355,720575941613506989
OviDN_to_ORN,720575941644699848,720575941458915312
ORN_to_OviDN,720575941479500512,720575941620008575
OviDN_to_ORN,720575941501178786,720575941535004760
ORN_to_OviDN,720575941553728410,720575941509893505
OviDN_to_ORN,720575941585819999,720575941565684736
OviDN_to_ORN,720575941597223025,720575941451338589
OviDN_to_ORN,720575941436567694,720575941506136229
ORN_to_OviDN,720575941657028052,720575941563347112
ORN_to_OviDN,720575941594369899,720575941564200082
OviDN_to_ORN,720575941626179978,720575941519327086
ORN_to_OviDN,720575941539183331,720575941517208666
ORN_to_OviDN,720575941621041279,720575941641533471
ORN_to_OviDN,720575941522669747,720575941498871777
OviDN_to_ORN,720575941472725771,720575941453038663
ORN_to_OviDN,720575941445147306,720575941574932125
ORN_to_OviDN,720575941487229392,720575941589083972
OviDN_to_ORN,720575941641537567,720575941574789640
ORN_to_OviDN,720575941575542792,720575941550217277
OviDN_to_ORN,720575941577395304,720575941540450290
ORN_to_OviDN,720575941535481793,720575941483094525
ORN_to_OviDN,720575941604964030,720575941483766458
ORN_to_OviDN,720575941452923975,720575941452856698
OviDN_to_ORN,720575941591148343,720575941568333102
ORN_to_OviDN,720575941510735376,720575941561333230
ORN_to_OviDN,720575941431521889,720575941625680778
ORN_to_OviDN,720575941604964030,720575941482111139
ORN_to_OviDN,720575941556697572,720575941442706267
ORN_to_OviDN,720575941533596035,720575941453353129
OviDN_to_ORN,720575941613506989,720575941621434239
ORN_to_OviDN,720575941478662250,720575941535087704
ORN_to_OviDN,720575941504941035,720575941519202732
ORN_to_OviDN,720575941690824667,720575941519202732
OviDN_to_ORN,720575941642681761,720575941608483914
ORN_to_OviDN,720575941646572193,720575941688915830
ORN_to_OviDN,720575941551173437,720575941480124290
ORN_to_OviDN,720575941613506989,720575941461945796
OviDN_to_ORN,720575941653756145,720575941569996146
ORN_to_OviDN,720575941641538079,720575941452718407
ORN_to_OviDN,720575941492598476,720575941504989015
ORN_to_OviDN,720575941516338937,720575941478472001
CA_to_ORN,720575941653756145,720575941579609589
ORN_to_OviDN,720575941495032007,720575941500334665
ORN_to_OviDN,720575941597601669,720575941555160833
ORN_to_OviDN,720575941527003748,720575941401724707
ORN_to_OviDN,720575941566506599,720575941503628887
ORN_to_OviDN,720575941613681884,720575941585819999
ORN_to_OviDN,720575941640898847,720575941653322517
ORN_to_OviDN,720575941484789178,720575941447716116
ORN_to_OviDN,720575941553753223,720575941409468590
ORN_to_OviDN,720575941597051761,720575941529824440
ORN_to_OviDN,720575941574450427,720575941565761687
OviDN_to_ORN,720575941478580586,720575941496262855
ORN_to_OviDN,720575941427592788,720575941496262855
OviDN_to_ORN,720575941551173437,720575941516418883
ORN_to_CA,720575941559845156,720575941440091967
ORN_to_OviDN,720575941456827117,720575941481780643
ORN_to_OviDN,720575941488023558,720575941532666597
OviDN_to_ORN,720575941689429772,720575941461945796
ORN_to_OviDN,720575941499173961,720575941688909174
ORN_to_OviDN,720575941623597723,720575941586084230
ORN_to_OviDN,720575941441694555,720575941472995168
OviDN_to_ORN,720575941496984448,720575941522565859
ORN_to_OviDN,720575941460075078,720575941533956786
ORN_to_OviDN,720575941513894732,720575941409471918
ORN_to_OviDN,720575941476931102,720575941652646105
ORN_to_OviDN,720575941591148343,720575941498906593
ORN_to_OviDN,720575941593089061,720575941536389720
CA_to_ORN,720575941596694823,720575941478852929
ORN_to_OviDN,720575941451967815,720575941630062818
CA_to_ORN,720575941478599454,720575941521154227
OviDN_to_ORN,720575941515802467,720575941501178786
CA_to_ORN,720575941472725771,720575941573865993
ORN_to_OviDN,720575941558475428,720575941625345532
ORN_to_OviDN,720575941509806096,720575941586776798
OviDN_to_ORN,720575941613506989,720575941688323340
ORN_to_OviDN,720575941442706267,720575941460776388
ORN_to_OviDN,720575941522050999,720575941472061047
OviDN_to_ORN,720575941566084871,720575941413189999
ORN_to_OviDN,720575941432492247,720575941574384123
ORN_to_OviDN,720575941516869210,720575941539293333
OviDN_to_ORN,720575941440284245,720575941460776388
ORN_to_OviDN,720575941538867683,720575941564087296
ORN_to_OviDN,720575941394900886,720575941585819999
ORN_to_OviDN,720575941474871338,720575941455756595
OviDN_to_ORN,720575941653756145,720575941559105295
ORN_to_OviDN,720575941441854555,720575941608631405
ORN_to_OviDN,720575941495034750,720575941523018487
ORN_to_OviDN,720575941430764536,720575941528013478
ORN_to_OviDN,720575941540123740,720575941614407388
ORN_to_OviDN,720575941436978720,720575941492320974
ORN_to_OviDN,720575941570144244,720575941607866477
ORN_to_OviDN,720575941436255374,720575941565790464
ORN_to_OviDN,720575941595028182,720575941441694555
ORN_to_OviDN,720575941481335887,720575941393745302
ORN_to_OviDN,720575941628446521,720575941537896474
CA_to_ORN,720575941481225039,720575941531599544
ORN_to_OviDN,720575941506143255,720575941557566884
ORN_to_OviDN,720575941625061787,720575941625680778
OviDN_to_ORN,720575941598597788,720575941472733451
ORN_to_OviDN,720575941522669747,720575941652137969
CA_to_ORN,720575941613506989,720575941585881951
OviDN_to_ORN,720575941507559749,720575941537753320
ORN_to_OviDN,720575941462758611,720575941553882247
ORN_to_OviDN,720575941598853056,720575941482244547
ORN_to_OviDN,720575941515305306,720575941566876055
CA_to_ORN,720575941596694823,720575941481830786
ORN_to_OviDN,720575941486511682,720575941469958621
ORN_to_OviDN,720575941461374790,720575941605177534
ORN_to_OviDN,720575941531505611,720575941556996388
ORN_to_OviDN,720575941586606814,720575941413772655
ORN_to_OviDN,720575941626338954,720575941589983300
ORN_to_OviDN,720575941455777331,720575941607529325
CA_to_ORN,720575941474918442,720575941427612244
CA_to_ORN,720575941653756145,720575941518114451
OviDN_to_ORN,720575941560931087,720575941588669324
ORN_to_OviDN,720575941435354254,720575941573642056
ORN_to_OviDN,720575941496984704,720575941535620018
OviDN_to_ORN,720575941593782891,720575941450502222
ORN_to_OviDN,720575941590023492,720575941492467150
OviDN_to_ORN,720575941585819999,720575941607888237
OviDN_to_ORN,720575941599286940,720575941433110369
ORN_to_OviDN,720575941432083593,720575941411131819
OviDN_to_ORN,720575941621058687,720575941478472001
ORN_to_OviDN,720575941610526697,720575941613506989
ORN_to_OviDN,720575941478490433,720575941483094525
OviDN_to_ORN,720575941506055874,720575941574642683
ORN_to_OviDN,720575941492598476,720575941597223025
ORN_to_OviDN,720575941521581491,720575941539808205
ORN_to_OviDN,720575941537538280,720575941412138095
OviDN_to_ORN,720575941482622627,720575941508246341
ORN_to_OviDN,720575941540431765,720575941439824402
OviDN_to_ORN,720575941644398024,720575941625334939
OviDN_to_ORN,720575941353320496,720575941564149416
ORN_to_OviDN,720575941597601669,720575941671349671
ORN_to_OviDN,720575941620239743,720575941550987892
CA_to_ORN,720575941516418883,720575941492413360
ORN_to_OviDN,720575941645294200,720575941534406531
ORN_to_OviDN,720575941621434239,720575941613506989
ORN_to_OviDN,720575941626183323,720575941617744853
OviDN_to_ORN,720575941613506989,720575941612499676
OviDN_to_ORN,720575941596694823,720575941496480711
ORN_to_OviDN,720575941491439847,720575941597223025
CA_to_OviDN,720575941464011862,720575941438716972
ORN_to_OviDN,720575941575475855,720575941468799766
ORN_to_OviDN,720575941540463509,720575941492973287
ORN_to_OviDN,720575941501375394,720575941443325391
ORN_to_OviDN,720575941430295544,720575941463514768
OviDN_to_ORN,720575941566876055,720575941625906843
ORN_to_OviDN,720575941653226773,720575941526886500
ORN_to_OviDN,720575941408796975,720575941629786918
ORN_to_OviDN,720575941476182833,720575941516449964
ORN_to_OviDN,720575941627518828,720575941484482957
ORN_to_OviDN,720575941633127621,720575941440304172
OviDN_to_ORN,720575941474918442,720575941431034505
ORN_to_OviDN,720575941534032101,720575941537896474
ORN_to_OviDN,720575941596554885,720575941576372406
ORN_to_OviDN,720575941415657873,720575941504568002
ORN_to_OviDN,720575941595098070,720575941535022570
ORN_to_OviDN,720575941604964030,720575941640146293
ORN_to_OviDN,720575941574970013,720575941472725771
ORN_to_OviDN,720575941430433528,720575941475560756
ORN_to_OviDN,720575941509806096,720575941525248075
CA_to_ORN,720575941596694823,720575941574531835
ORN_to_OviDN,720575941412138095,720575941418143004
ORN_to_OviDN,720575941565405026,720575941550175549
ORN_to_OviDN,720575941572886856,720575941482111139
ORN_to_OviDN,720575941499913953,720575941625726828
ORN_to_OviDN,720575941472725771,720575941598257564
ORN_to_OviDN,720575941498777929,720575941394900886
ORN_to_OviDN,720575941547960937,720575941543210013
ORN_to_OviDN,720575941528140132,720575941479047648
ORN_to_OviDN,720575941590409028,720575941467776278
OviDN_to_ORN,720575941521454003,720575941526711396
ORN_to_OviDN,720575941547282568,720575941596694823
ORN_to_OviDN,720575941441694555,720575941568458286
ORN_to_OviDN,720575941550708769,720575941439824402
ORN_to_OviDN,720575941509215266,720575941597223025
ORN_to_OviDN,720575941613384294,720575941608631405
ORN_to_OviDN,720575941497422279,720575941528270338
ORN_to_OviDN,720575941502304139,720575941580656465
CA_to_ORN,720575941606127550,720575941552459007
OviDN_to_ORN,720575941564742144,720575941614474649
ORN_to_OviDN,720575941606801517,720575941585819999
ORN_to_OviDN,720575941450768718,720575941469006557
ORN_to_OviDN,720575941540056562,720575941456827117
ORN_to_OviDN,720575941573266171,720575941500843426
ORN_to_OviDN,720575941538142194,720575941606127550
ORN_to_OviDN,720575941590421060,720575941469006557
ORN_to_OviDN,720575941539370133,720575941635080891
ORN_to_OviDN,720575941557145939,720575941486071618
ORN_to_OviDN,720575941611375690,720575941585819999
ORN_to_OviDN,720575941565504098,720575941564149416
ORN_to_OviDN,720575941483857661,720575941482051235
ORN_to_OviDN,720575941538867683,720575941580727417
ORN_to_OviDN,720575941456886509,720575941585819999
OviDN_to_ORN,720575941560133135,720575941681326525
ORN_to_OviDN,720575941567501622,720575941453038919
CA_to_ORN,720575941430638217,720575941445138090
ORN_to_OviDN,720575941452218746,720575941543862876
ORN_to_OviDN,720575941692228248,720575941475552827
ORN_to_OviDN,720575941610100554,720575941482622627
ORN_to_OviDN,720575941557145939,720575941597608837
ORN_to_OviDN,720575941734023979,720575941607857005
OviDN_to_ORN,720575941688150767,720575941593748519
ORN_to_OviDN,720575941454637993,720575941562877229
ORN_to_OviDN,720575941617811157,720575941660346448
OviDN_to_ORN,720575941560622195,720575941536776938
ORN_to_OviDN,720575941539293333,720575941538652643
ORN_to_OviDN,720575941515802467,720575941576343183
ORN_to_OviDN,720575941643655525,720575941535481793
ORN_to_OviDN,720575941481225039,720575941591148343
OviDN_to_ORN,720575941620239743,720575941596694823
ORN_to_OviDN,720575941556492772,720575941528270338
OviDN_to_ORN,720575941477870913,720575941535022570
ORN_to_OviDN,720575941668964529,720575941532019685
ORN_to_OviDN,720575941606127550,720575941539980018
ORN_to_OviDN,720575941514057283,720575941497015495
ORN_to_OviDN,720575941613312941,720575941690728667
ORN_to_OviDN,720575941451288925,720575941477370420
OviDN_to_ORN,720575941555414273,720575941690728667
OviDN_to_ORN,720575941352877616,720575941588916036
ORN_to_OviDN,720575941643449426,720575941566784151
OviDN_to_ORN,720575941613506989,720575941537337281
ORN_to_OviDN,720575941632186565,720575941492598476
ORN_to_OviDN,720575941655993556,720575941460075078
CA_to_ORN,720575941474918442,720575941509806096
ORN_to_OviDN,720575941440284245,720575941435013664
ORN_to_OviDN,720575941490812873,720575941516796259
ORN_to_OviDN,720575941591874302,720575941534018021
ORN_to_OviDN,720575941607857005,720575941409542447
ORN_to_OviDN,720575941460990790,720575941590010180
ORN_to_OviDN,720575941414514065,720575941441821275
ORN_to_OviDN,720575941492694220,720575941595098070
ORN_to_OviDN,720575941450914126,720575941491218608
ORN_to_OviDN,720575941534561458,720575941596694823
ORN_to_OviDN,720575941581215477,720575941498684283
ORN_to_OviDN,720575941415812753,720575941537538280
ORN_to_OviDN,720575941591608939,720575941477870913
ORN_to_OviDN,720575941449957045,720575941509200990
OviDN_to_ORN,720575941596694823,720575941595117526
ORN_to_OviDN,720575941614581779,720575941690266075
ORN_to_OviDN,720575941579609589,720575941599261340
ORN_to_OviDN,720575941500021387,720575941614407900
ORN_to_OviDN,720575941563501736,720575941463867536
ORN_to_OviDN,720575941623580524,720575941577599592
ORN_to_OviDN,720575941519531480,720575941594945238
ORN_to_OviDN,720575941543514716,720575941535729946
ORN_to_OviDN,720575941575385743,720575941688819980
CA_to_ORN,720575941653756145,720575941593148712
ORN_to_OviDN,720575941435397006,720575941492563376
OviDN_to_ORN,720575941563347112,720575941625906843
OviDN_to_ORN,720575941454221127,720575941550691361
ORN_to_OviDN,720575941605500094,720575941597223025
ORN_to_OviDN,720575941590023492,720575941631032034
OviDN_to_CA,720575941641543711,720575941461195334
ORN_to_OviDN,720575941535005784,720575941478662250
ORN_to_OviDN,720575941475419232,720575941472725771
CA_to_ORN,720575941411131819,720575941546866876
ORN_to_OviDN,720575941519340760,720575941440470357
CA_to_ORN,720575941585819999,720575941461001924
ORN_to_OviDN,720575941442497727,720575941557120769
ORN_to_OviDN,720575941491836873,720575941533275365
OviDN_to_ORN,720575941613506989,720575941481505987
ORN_to_OviDN,720575941586873478,720575941504978775
ORN_to_OviDN,720575941478852929,720575941571962888
ORN_to_OviDN,720575941595427621,720575941463808400
ORN_to_OviDN,720575941653646609,720575941483094525
ORN_to_OviDN,720575941657028052,720575941519202732
OviDN_to_ORN,720575941492973287,720575941550987892
OviDN_to_ORN,720575941613506989,720575941465822038
ORN_to_OviDN,720575941565405026,720575941474918442
ORN_to_OviDN,720575941532938674,720575941617664725
ORN_to_OviDN,720575941482111139,720575941537986275
ORN_to_OviDN,720575941688894326,720575941542533405
OviDN_to_ORN,720575941625906843,720575941621434239
OviDN_to_ORN,720575941653756145,720575941597712517
OviDN_to_ORN,720575941499671675,720575941450502222
CA_to_OviDN,720575941566498455,720575941503607100
ORN_to_OviDN,720575941474871338,720575941478472001
ORN_to_OviDN,720575941503594071,720575941653756145
ORN_to_OviDN,720575941515011907,720575941617708501
ORN_to_OviDN,720575941553614746,720575941630062818
OviDN_to_ORN,720575941516418883,720575941633329568
ORN_to_OviDN,720575941633106885,720575941415798417
ORN_to_OviDN,720575941402014243,720575941653217813
CA_to_ORN,720575941535620018,720575941689945496
CA_to_ORN,720575941550987892,720575941450502222
ORN_to_OviDN,720575941564149416,720575941482051235
ORN_to_OviDN,720575941553122587,720575941452856698
ORN_to_OviDN,720575941527934820,720575941599286940
ORN_to_OviDN,720575941527494937,720575941527011917
ORN_to_OviDN,720575941492598476,720575941598588060
ORN_to_OviDN,720575941411131819,720575941352877616
ORN_to_OviDN,720575941522006711,720575941438701612
ORN_to_OviDN,720575941523313739,720575941463514768
CA_to_ORN,720575941653756145,720575941461553808
OviDN_to_ORN,720575941432818273,720575941639495285
ORN_to_OviDN,720575941565405026,720575941442706267
ORN_to_OviDN,720575941536591898,720575941529289656
CA_to_ORN,720575941474918442,720575941507057477
ORN_to_OviDN,720575941653226773,720575941547487924
ORN_to_OviDN,720575941481350991,720575941563347112
ORN_to_OviDN,720575941670401969,720575941653756145
CA_to_ORN,720575941436567694,720575941534260312
ORN_to_OviDN,720575941620239743,720575941688323340
ORN_to_OviDN,720575941652646105,720575941555414273
ORN_to_OviDN,720575941522491063,720575941474918442
ORN_to_OviDN,720575941485078269,720575941591148343
