direction,pre_root_id,post_root_id
OviDN_to_ORN,720575941515802467,720575941472725771
ORN_to_OviDN,720575941481227087,720575941550224701
OviDN_to_ORN,720575941585819999,720575941564322823
OviDN_to_ORN,720575941509434146,720575941577667161
ORN_to_OviDN,720575941553735815,720575941566656354
ORN_to_OviDN,720575941633222048,720575941524477515
ORN_to_OviDN,720575941497888384,720575941598853056
OviDN_to_ORN,720575941466974294,720575941510735376
ORN_to_OviDN,720575941596554885,720575941545998216
ORN_to_OviDN,720575941667080947,720575941640718879
ORN_to_OviDN,720575941478590516,720575941488023558
ORN_to_OviDN,720575941654505689,720575941556727553
ORN_to_OviDN,720575941601287209,720575941510735376
ORN_to_OviDN,720575941435397006,720575941597223025
ORN_to_OviDN,720575941585803230,720575941568333102
ORN_to_OviDN,720575941590497860,720575941517208666
OviDN_to_CA,720575941477786177,720575941491871719
OviDN_to_ORN,720575941475791210,720575941608483914
ORN_to_OviDN,720575941514925777,720575941402014243
ORN_to_OviDN,720575941528270338,720575941474871338
OviDN_to_ORN,720575941596748933,720575941433448224
ORN_to_OviDN,720575941594432470,720575941481225039
ORN_to_OviDN,720575941458070000,720575941440546645
OviDN_to_ORN,720575941481225039,720575941450502222
ORN_to_OviDN,720575941476377137,720575941688819980
ORN_to_OviDN,720575941536776938,720575941530459851
OviDN_to_ORN,720575941536938250,720575941586879878
ORN_to_OviDN,720575941641538079,720575941535087704
OviDN_to_ORN,720575941515909635,720575941572468126
ORN_to_OviDN,720575941458139629,720575941632186565
CA_to_ORN,720575941550691361,720575941472596599
ORN_to_OviDN,720575941579565401,720575941586084230
ORN_to_OviDN,720575941516095322,720575941536173322
ORN_to_OviDN,720575941535241706,720575941595240229
OviDN_to_ORN,720575941613506989,720575941522214391
OviDN_to_ORN,720575941591148343,720575941519958188
ORN_to_OviDN,720575941528013478,720575941540411378
ORN_to_OviDN,720575941516230905,720575941527668482
ORN_to_OviDN,720575941593053803,720575941478599454
OviDN_to_ORN,720575941585819999,720575941639495285
ORN_to_OviDN,720575941516418883,720575941564433298
ORN_to_OviDN,720575941457926125,720575941556521956
ORN_to_OviDN,720575941476675649,720575941472725771
OviDN_to_CA,720575941551364212,720575941541909965
ORN_to_OviDN,720575941535417610,720575941653217813
CA_to_ORN,720575941594189864,720575941598155456
OviDN_to_ORN,720575941586879878,720575941500045474
ORN_to_OviDN,720575941557204196,720575941668603379
OviDN_to_ORN,720575941575003401,720575941412477355
ORN_to_OviDN,720575941431339768,720575941597601669
ORN_to_OviDN,720575941537753320,720575941527668482
OviDN_to_ORN,720575941641537567,720575941569643634
OviDN_to_ORN,720575941436567694,720575941602144809
ORN_to_OviDN,720575941574642683,720575941509200990
ORN_to_OviDN,720575941472725771,720575941492467150
ORN_to_OviDN,720575941548231048,720575941613506989
ORN_to_OviDN,720575941613312941,720575941487361421
OviDN_to_ORN,720575941524069111,720575941585819999
ORN_to_OviDN,720575941613478675,720575941597223025
ORN_to_OviDN,720575941564745728,720575941528147878
CA_to_ORN,720575941628446521,720575941450924366
CA_to_ORN,720575941525516619,720575941625438666
ORN_to_OviDN,720575941554971783,720575941522669747
ORN_to_OviDN,720575941430480120,720575941588916036
CA_to_ORN,720575941613506989,720575941432246286
ORN_to_OviDN,720575941603493110,720575941486511682
ORN_to_OviDN,720575941640898847,720575941439824402
ORN_to_OviDN,720575941547430836,720575941681959357
ORN_to_OviDN,720575941438716178,720575941448738836
ORN_to_OviDN,720575941569643634,720575941486814214
ORN_to_OviDN,720575941574300488,720575941577395304
OviDN_to_ORN,720575941604176886,720575941555160833
ORN_to_OviDN,720575941534068568,720575941586084230
OviDN_to_ORN,720575941625363452,720575941566242658
ORN_to_OviDN,720575941496157822,720575941512546258
ORN_to_OviDN,720575941563501736,720575941463808400
ORN_to_OviDN,720575941614489619,720575941614407900
OviDN_to_ORN,720575941506055874,720575941409471918
ORN_to_OviDN,720575941496262855,720575941552955647
CA_to_ORN,720575941613506989,720575941520363959
OviDN_to_ORN,720575941653756145,720575941592685196
OviDN_to_ORN,720575941574384123,720575941554459393
ORN_to_OviDN,720575941565353362,720575941482622627
ORN_to_OviDN,720575941476073258,720575941554922119
ORN_to_OviDN,720575941566784151,720575941593800299
ORN_to_OviDN,720575941556807937,720575941532938674
OviDN_to_CA,720575941597051761,720575941565362018
ORN_to_OviDN,720575941633078725,720575941654565649
OviDN_to_ORN,720575941519525592,720575941577599592
OviDN_to_ORN,720575941584464991,720575941457628912
ORN_to_OviDN,720575941448828509,720575941461195334
ORN_to_OviDN,720575941529221252,720575941606127550
ORN_to_OviDN,720575941551079284,720575941492467150
ORN_to_OviDN,720575941434238222,720575941560124175
OviDN_to_ORN,720575941614407900,720575941441821275
ORN_to_OviDN,720575941439734034,720575941625363452
ORN_to_OviDN,720575941620239743,720575941563465640
ORN_to_OviDN,720575941440284245,720575941566668898
ORN_to_OviDN,720575941607866477,720575941458915312
ORN_to_OviDN,720575941604176886,720575941555414273
OviDN_to_ORN,720575941641537567,720575941509200990
ORN_to_OviDN,720575941654544145,720575941574299208
ORN_to_OviDN,720575941505071959,720575941689426927
CA_to_ORN,720575941535620018,720575941477294878
ORN_to_OviDN,720575941581303929,720575941535022570
CA_to_ORN,720575941516418883,720575941481086403
ORN_to_OviDN,720575941645036961,720575941540370069
ORN_to_OviDN,720575941478581300,720575941525516619
ORN_to_OviDN,720575941568333102,720575941587764702
ORN_to_CA,720575941535481793,720575941569643634
CA_to_ORN,720575941639495285,720575941628446521
ORN_to_OviDN,720575941543230237,720575941535636673
OviDN_to_CA,720575941479883626,720575941574891663
ORN_to_OviDN,720575941487548301,720575941500334665
ORN_to_OviDN,720575941516418883,720575941535774986
ORN_to_OviDN,720575941611690086,720575941447716116
ORN_to_OviDN,720575941535774986,720575941597222001
ORN_to_OviDN,720575941456072243,720575941557433060
ORN_to_OviDN,720575941573540168,720575941440284245
ORN_to_OviDN,720575941550537277,720575941633176773
ORN_to_OviDN,720575941580086873,720575941624345084
ORN_to_OviDN,720575941404249200,720575941597223025
ORN_to_OviDN,720575941632929733,720575941653756145
ORN_to_OviDN,720575941510735376,720575941595295525
ORN_to_OviDN,720575941615180953,720575941644530808
ORN_to_OviDN,720575941646479480,720575941597601669
ORN_to_OviDN,720575941540123740,720575941564992007
ORN_to_OviDN,720575941626504044,720575941597051761
ORN_to_OviDN,720575941633855931,720575941628361766
ORN_to_OviDN,720575941652646105,720575941493515646
OviDN_to_ORN,720575941612233830,720575941552999707
ORN_to_OviDN,720575941537986275,720575941530001893
ORN_to_OviDN,720575941543230237,720575941400845091
ORN_to_OviDN,720575941519327086,720575941513999569
ORN_to_OviDN,720575941598853056,720575941461798596
ORN_to_OviDN,720575941515922179,720575941413768815
ORN_to_OviDN,720575941526193177,720575941439824402
ORN_to_OviDN,720575941527668482,720575941475472443
ORN_to_OviDN,720575941603360953,720575941498576763
OviDN_to_ORN,720575941427612244,720575941510735376
CA_to_ORN,720575941613506989,720575941583538015
ORN_to_OviDN,720575941569638958,720575941529289656
CA_to_ORN,720575941436567694,720575941551924798
CA_to_ORN,720575941653756145,720575941503253847
ORN_to_OviDN,720575941529902008,720575941652434417
ORN_to_OviDN,720575941587764702,720575941669398193
ORN_to_OviDN,720575941652434417,720575941525495115
ORN_to_OviDN,720575941515790947,720575941591148343
ORN_to_OviDN,720575941479808362,720575941653756145
ORN_to_OviDN,720575941510735376,720575941614589203
ORN_to_OviDN,720575941492598476,720575941539980018
OviDN_to_ORN,720575941601287209,720575941471402763
OviDN_to_ORN,720575941582284153,720575941528372301
ORN_to_OviDN,720575941597601669,720575941496984448
ORN_to_OviDN,720575941545591657,720575941478662250
ORN_to_OviDN,720575941453022279,720575941522006711
ORN_to_OviDN,720575941654911505,720575941454221127
CA_to_ORN,720575941585819999,720575941514966225
ORN_to_OviDN,720575941645511624,720575941598871744
ORN_to_OviDN,720575941652750321,720575941401982499
ORN_to_OviDN,720575941413696145,720575941520998327
OviDN_to_ORN,720575941541909965,720575941612558922
OviDN_to_ORN,720575941555761235,720575941662789244
ORN_to_OviDN,720575941542037340,720575941523018487
ORN_to_OviDN,720575941485815949,720575941478599454
OviDN_to_ORN,720575941535620018,720575941448795061
OviDN_to_ORN,720575941608483914,720575941668824743
ORN_to_OviDN,720575941460213318,720575941527720194
ORN_to_OviDN,720575941504674583,720575941555700307
ORN_to_OviDN,720575941448192276,720575941477223217
ORN_to_OviDN,720575941490183113,720575941599261340
ORN_to_OviDN,720575941491173838,720575941577599592
OviDN_to_ORN,720575941623284332,720575941547426484
OviDN_to_ORN,720575941691279512,720575941472424459
ORN_to_OviDN,720575941490951372,720575941519327086
CA_to_ORN,720575941411131819,720575941505297751
OviDN_to_ORN,720575941491411406,720575941621058687
ORN_to_OviDN,720575941510735376,720575941605177534
ORN_to_OviDN,720575941586217862,720575941689638774
ORN_to_OviDN,720575941514580826,720575941478599454
ORN_to_OviDN,720575941574993929,720575941599261340
OviDN_to_CA,720575941626481034,720575941663678844
ORN_to_OviDN,720575941657028052,720575941596694823
ORN_to_OviDN,720575941569419310,720575941574945801
ORN_to_OviDN,720575941453022279,720575941563465640
CA_to_ORN,720575941585819999,720575941492373936
OviDN_to_ORN,720575941585819999,720575941688323340
ORN_to_OviDN,720575941613312941,720575941553173787
ORN_to_OviDN,720575941435800462,720575941569471278
OviDN_to_ORN,720575941577599592,720575941413696145
OviDN_to_ORN,720575941688819980,720575941472725771
ORN_to_OviDN,720575941499994747,720575941652646105
ORN_to_OviDN,720575941691218072,720575941606127550
ORN_to_OviDN,720575941566656354,720575941471402763
ORN_to_OviDN,720575941460516678,720575941530322616
ORN_to_OviDN,720575941488121296,720575941551975679
OviDN_to_ORN,720575941394649238,720575941500263842
ORN_to_OviDN,720575941452862535,720575941688323340
ORN_to_OviDN,720575941599953088,720575941557433060
OviDN_to_CA,720575941552963583,720575941409484718
CA_to_ORN,720575941474567978,720575941438701612
OviDN_to_ORN,720575941653756145,720575941550198900
OviDN_to_ORN,720575941585819999,720575941534980074
ORN_to_OviDN,720575941515346508,720575941509200990
ORN_to_OviDN,720575941516860563,720575941625015963
ORN_to_OviDN,720575941594886507,720575941478599454
ORN_to_OviDN,720575941586608862,720575941548887176
ORN_to_OviDN,720575941650041073,720575941409225902
CA_to_ORN,720575941555761235,720575941536001802
ORN_to_OviDN,720575941550198900,720575941606127550
OviDN_to_ORN,720575941519906476,720575941590650252
CA_to_ORN,720575941475472443,720575941605177534
OviDN_to_ORN,720575941491109070,720575941486694541
ORN_to_OviDN,720575941450932917,720575941641538079
OviDN_to_ORN,720575941563465640,720575941630062818
ORN_to_OviDN,720575941582619257,720575941412138095
ORN_to_OviDN,720575941591148343,720575941641537567
ORN_to_OviDN,720575941632935355,720575941568458286
ORN_to_OviDN,720575941554922119,720575941611416906
OviDN_to_CA,720575941393963524,720575941668481779
OviDN_to_ORN,720575941608988013,720575941575012105
OviDN_to_ORN,720575941491649255,720575941449756597
ORN_to_OviDN,720575941603666617,720575941664692860
ORN_to_OviDN,720575941573439560,720575941560133135
ORN_to_OviDN,720575941571206388,720575941491173838
ORN_to_OviDN,720575941521380531,720575941596641413
ORN_to_OviDN,720575941549386376,720575941646479521
ORN_to_OviDN,720575941640555551,720575941628446521
ORN_to_OviDN,720575941449130933,720575941585819999
ORN_to_OviDN,720575941575688200,720575941519327086
ORN_to_OviDN,720575941564200082,720575941499923425
ORN_to_OviDN,720575941586776798,720575941529298820
CA_to_ORN,720575941596694823,720575941646422177
ORN_to_OviDN,720575941595339633,720575941496984704
ORN_to_OviDN,720575941443212239,720575941440667477
OviDN_to_ORN,720575941452856698,720575941481225039
ORN_to_OviDN,720575941611375690,720575941394900886
ORN_to_OviDN,720575941513999569,720575941447716116
OviDN_to_ORN,720575941625363452,720575941552246271
ORN_to_OviDN,720575941586909764,720575941603036601
ORN_to_OviDN,720575941609085549,720575941535620018
ORN_to_OviDN,720575941549554721,720575941591148343
ORN_to_OviDN,720575941654441433,720575941534032101
ORN_to_OviDN,720575941523396939,720575941459991366
OviDN_to_ORN,720575941585819999,720575941612499676
OviDN_to_ORN,720575941613506989,720575941626376044
CA_to_ORN,720575941595304485,720575941480938403
ORN_to_OviDN,720575941479047648,720575941596049797
ORN_to_OviDN,720575941414469777,720575941458915312
ORN_to_OviDN,720575941603666617,720575941485221885
ORN_to_OviDN,720575941511808210,720575941439824402
ORN_to_OviDN,720575941543064861,720575941536333490
ORN_to_OviDN,720575941589470206,720575941547367092
OviDN_to_ORN,720575941690954971,720575941440440661
ORN_to_OviDN,720575941568905586,720575941554922119
OviDN_to_ORN,720575941478599454,720575941463252420
OviDN_to_ORN,720575941542904861,720575941642639205
ORN_to_OviDN,720575941480722851,720575941515802467
OviDN_to_ORN,720575941596424581,720575941442828379
ORN_to_OviDN,720575941604964030,720575941488023558
ORN_to_OviDN,720575941645426376,720575941533145944
ORN_to_OviDN,720575941490721333,720575941515011907
ORN_to_OviDN,720575941525622603,720575941504978775
OviDN_to_ORN,720575941499988642,720575941460776388
ORN_to_OviDN,720575941507047703,720575941654523665
ORN_to_OviDN,720575941466982742,720575941651930097
ORN_to_OviDN,720575941596234865,720575941543064861
ORN_to_OviDN,720575941565255522,720575941474918442
OviDN_to_ORN,720575941558647204,720575941486681922
ORN_to_OviDN,720575941654140121,720575941557120769
OviDN_to_ORN,720575941449266554,720575941547426484
ORN_to_OviDN,720575941516908547,720575941429058900
ORN_to_OviDN,720575941554922119,720575941452923975
ORN_to_OviDN,720575941482362051,720575941575688200
OviDN_to_ORN,720575941548410401,720575941438563039
ORN_to_OviDN,720575941591148343,720575941469006557
ORN_to_OviDN,720575941482046605,720575941479643778
ORN_to_OviDN,720575941500329033,720575941490718773
CA_to_ORN,720575941542904861,720575941432611721
ORN_to_OviDN,720575941488778805,720575941586084230
OviDN_to_ORN,720575941474918442,720575941646770376
OviDN_to_ORN,720575941585819999,720575941461874372
CA_to_ORN,720575941597223025,720575941565679767
ORN_to_OviDN,720575941478662250,720575941690728667
CA_to_ORN,720575941535620018,720575941660512336
ORN_to_OviDN,720575941522669747,720575941590558462
ORN_to_OviDN,720575941546866876,720575941561384493
ORN_to_OviDN,720575941478510560,720575941452218746
OviDN_to_ORN,720575941560133135,720575941589280068
ORN_to_OviDN,720575941574531835,720575941575557883
ORN_to_OviDN,720575941561579758,720575941613506989
OviDN_to_ORN,720575941521495219,720575941480480963
CA_to_OviDN,720575941525488459,720575941688560367
ORN_to_OviDN,720575941559043108,720575941615830547
ORN_to_OviDN,720575941447396116,720575941595098838
CA_to_ORN,720575941522243831,720575941553728410
ORN_to_OviDN,720575941606456766,720575941585819999
ORN_to_OviDN,720575941613667292,720575941441821275
ORN_to_OviDN,720575941538867683,720575941734526507
ORN_to_OviDN,720575941452862535,720575941468869853
ORN_to_OviDN,720575941539323541,720575941581862009
ORN_to_OviDN,720575941519202732,720575941610100554
ORN_to_OviDN,720575941452876154,720575941591722238
ORN_to_OviDN,720575941658862616,720575941540123740
ORN_to_OviDN,720575941590612620,720575941447935764
CA_to_ORN,720575941472725771,720575941436168992
ORN_to_OviDN,720575941545591657,720575941539808205
OviDN_to_ORN,720575941586776798,720575941535022570
OviDN_to_ORN,720575941521454003,720575941403824752
CA_to_ORN,720575941585819999,720575941560102671
ORN_to_OviDN,720575941515802467,720575941617868671
ORN_to_OviDN,720575941593782891,720575941504989015
CA_to_ORN,720575941478599454,720575941463900429
ORN_to_OviDN,720575941526974466,720575941605177534
ORN_to_OviDN,720575941566876055,720575941627518828
ORN_to_OviDN,720575941539183331,720575941352877616
CA_to_ORN,720575941597601669,720575941553728410
ORN_to_OviDN,720575941477450526,720575941537538280
ORN_to_OviDN,720575941462437264,720575941620239743
ORN_to_OviDN,720575941509540130,720575941561384493
ORN_to_OviDN,720575941579609589,720575941472725771
ORN_to_OviDN,720575941592972840,720575941669398193
OviDN_to_ORN,720575941486681922,720575941538732008
ORN_to_OviDN,720575941439222335,720575941557145939
ORN_to_OviDN,720575941597792924,720575941551129343
ORN_to_OviDN,720575941580185433,720575941474918442
OviDN_to_ORN,720575941652434417,720575941536776938
OviDN_to_ORN,720575941659290704,720575941470642141
OviDN_to_ORN,720575941593800299,720575941596694823
OviDN_to_ORN,720575941411131819,720575941558266788
ORN_to_OviDN,720575941479467744,720575941664075132
ORN_to_OviDN,720575941573540168,720575941458915312
ORN_to_OviDN,720575941546580412,720575941606127550
ORN_to_OviDN,720575941733774123,720575941671590567
ORN_to_OviDN,720575941597601669,720575941568521330
ORN_to_OviDN,720575941514915395,720575941567720750
ORN_to_OviDN,720575941550987892,720575941447863316
ORN_to_OviDN,720575941634403488,720575941595098838
ORN_to_OviDN,720575941599261340,720575941690901723
ORN_to_OviDN,720575941449183669,720575941537841379
ORN_to_OviDN,720575941592972840,720575941611973862
OviDN_to_ORN,720575941653756145,720575941538983912
OviDN_to_ORN,720575941599261340,720575941612274150
ORN_to_OviDN,720575941570782196,720575941588916036
ORN_to_OviDN,720575941472725771,720575941535774986
ORN_to_OviDN,720575941477358878,720575941473559136
ORN_to_OviDN,720575941626973339,720575941529898168
ORN_to_OviDN,720575941604964030,720575941527220505
ORN_to_OviDN,720575941574993929,720575941501178786
ORN_to_OviDN,720575941509434146,720575941550987892
ORN_to_OviDN,720575941546221573,720575941509200990
ORN_to_OviDN,720575941536461338,720575941478599454
ORN_to_OviDN,720575941555160833,720575941574825480
ORN_to_OviDN,720575941563713846,720575941575315894
ORN_to_OviDN,720575941586192774,720575941563476904
OviDN_to_ORN,720575941688629516,720575941550687805
OviDN_to_ORN,720575941591148343,720575941594189864
ORN_to_OviDN,720575941543064861,720575941733629483
ORN_to_OviDN,720575941541866189,720575941450512718
ORN_to_OviDN,720575941482069133,720575941597223025
ORN_to_OviDN,720575941410065199,720575941463514768
OviDN_to_ORN,720575941411131819,720575941503927858
ORN_to_OviDN,720575941590190846,720575941411131819
ORN_to_OviDN,720575941538969586,720575941624345084
ORN_to_OviDN,720575941537352970,720575941570372722
OviDN_to_ORN,720575941461945796,720575941597601669
ORN_to_OviDN,720575941570717178,720575941597223025
ORN_to_OviDN,720575941568458286,720575941477262388
OviDN_to_CA,720575941625363452,720575941477369630
ORN_to_OviDN,720575941490721333,720575941526079513
ORN_to_OviDN,720575941599574313,720575941486814214
ORN_to_OviDN,720575941586776798,720575941564137896
ORN_to_OviDN,720575941436567694,720575941508246341
OviDN_to_ORN,720575941584738399,720575941613704156
ORN_to_OviDN,720575941564472832,720575941628446521
OviDN_to_ORN,720575941595449125,720575941551975679
OviDN_to_ORN,720575941596694823,720575941543875845
ORN_to_OviDN,720575941539320050,720575941596694823
ORN_to_OviDN,720575941580086873,720575941431339768
OviDN_to_ORN,720575941439824402,720575941611426634
ORN_to_OviDN,720575941441460927,720575941539183331
ORN_to_OviDN,720575941506441751,720575941599261340
ORN_to_OviDN,720575941543862876,720575941475560756
ORN_to_OviDN,720575941407863726,720575941573331963
CA_to_ORN,720575941411131819,720575941659300944
ORN_to_OviDN,720575941585766495,720575941533275365
ORN_to_OviDN,720575941540370069,720575941534504426
ORN_to_OviDN,720575941734311723,720575941430167032
ORN_to_OviDN,720575941632557984,720575941500334665
ORN_to_OviDN,720575941525694283,720575941633714363
OviDN_to_ORN,720575941504978775,720575941688323340
OviDN_to_ORN,720575941591625356,720575941452876154
ORN_to_OviDN,720575941612699366,720575941553881991
ORN_to_OviDN,720575941593782891,720575941531493507
ORN_to_OviDN,720575941542708060,720575941492598476
OviDN_to_ORN,720575941477252913,720575941505714748
ORN_to_OviDN,720575941545736124,720575941542529884
CA_to_ORN,720575941585819999,720575941457951725
ORN_to_OviDN,720575941485672656,720575941654523665
ORN_to_OviDN,720575941478473066,720575941393745302
ORN_to_OviDN,720575941408269486,720575941478599454
ORN_to_OviDN,720575941604964030,720575941609692077
ORN_to_OviDN,720575941484888250,720575941574789640
ORN_to_OviDN,720575941438563039,720575941593782891
ORN_to_OviDN,720575941490616777,720575941439665983
ORN_to_OviDN,720575941569137778,720575941567720750
ORN_to_OviDN,720575941477854785,720575941646653896
ORN_to_OviDN,720575941591716094,720575941653747985
ORN_to_OviDN,720575941440546645,720575941530544331
ORN_to_OviDN,720575941611202634,720575941531528907
ORN_to_OviDN,720575941544269317,720575941539370133
ORN_to_OviDN,720575941586869382,720575941577599592
ORN_to_OviDN,720575941620239743,720575941692228248
ORN_to_OviDN,720575941575557883,720575941452718407
ORN_to_OviDN,720575941391953156,720575941484888250
ORN_to_OviDN,720575941497888384,720575941462564548
ORN_to_OviDN,720575941734311723,720575941468869853
ORN_to_OviDN,720575941644186706,720575941606127550
ORN_to_OviDN,720575941523215607,720575941614407900
OviDN_to_CA,720575941527720194,720575941617811157
ORN_to_OviDN,720575941451044986,720575941560124175
ORN_to_OviDN,720575941646196385,720575941478472001
ORN_to_OviDN,720575941470799371,720575941416341276
ORN_to_OviDN,720575941594207851,720575941599261340
ORN_to_OviDN,720575941604964030,720575941593782891
ORN_to_OviDN,720575941606127550,720575941687523311
OviDN_to_ORN,720575941516418883,720575941554688513
OviDN_to_ORN,720575941417493788,720575941554172807
ORN_to_OviDN,720575941590256695,720575941530209924
ORN_to_OviDN,720575941471253111,720575941597601669
ORN_to_OviDN,720575941525533003,720575941450058677
OviDN_to_ORN,720575941577395304,720575941560133135
ORN_to_OviDN,720575941516860563,720575941625002139
OviDN_to_ORN,720575941613506989,720575941543009053
ORN_to_OviDN,720575941509200990,720575941558640932
ORN_to_OviDN,720575941641539103,720575941612182445
ORN_to_OviDN,720575941562877229,720575941446853908
CA_to_ORN,720575941537981155,720575941580871669
ORN_to_OviDN,720575941611129930,720575941558640932
OviDN_to_ORN,720575941613506989,720575941540431765
OviDN_to_ORN,720575941431264905,720575941478472001
OviDN_to_CA,720575941409484718,720575941608635245
ORN_to_OviDN,720575941579609589,720575941415725713
ORN_to_OviDN,720575941519327086,720575941554922119
OviDN_to_ORN,720575941733663275,720575941548376200
